lemma,pos,ner
"""",``,O
it,PRP,O
would,MD,O
take,VB,O
considerable,JJ,O
technical,JJ,O
knowledge,NN,O
to,TO,O
copy,VB,O
the,DT,O
plan,NNS,O
in,IN,O
a,DT,O
effective,JJ,O
way,NN,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
I,PRP,O
suppose,VBP,O
either,CC,O
Sir,NNP,O
James,NNP,PERSON
",",",",O
or,CC,O
you,PRP,O
",",",",O
or,CC,O
West,NNP,LOCATION
have,VBZ,O
that,DT,O
technical,JJ,O
knowledge,NN,O
?,.,O
"""",``,O
"""",``,O
no,RB,O
doubt,RB,O
we,PRP,O
have,VBD,O
",",",",O
but,CC,O
I,PRP,O
beg,VBP,O
you,PRP,O
will,MD,O
not,RB,O
try,VB,O
to,TO,O
drag,VB,O
I,PRP,O
into,IN,O
the,DT,O
matter,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
.,.,O
what,WP,O
be,VBZ,O
the,DT,O
use,NN,O
of,IN,O
we,PRP$,O
speculate,VBG,O
in,IN,O
this,DT,O
way,NN,O
when,WRB,O
the,DT,O
original,JJ,O
plan,NNS,O
be,VBD,O
actually,RB,O
find,VBN,O
on,IN,O
West,NNP,O
?,.,O
"""",``,O
"""",``,O
well,UH,O
",",",",O
it,PRP,O
be,VBZ,O
certainly,RB,O
singular,JJ,O
that,IN,O
he,PRP,O
should,MD,O
run,VB,O
the,DT,O
risk,NN,O
of,IN,O
take,VBG,O
original,NNS,O
if,IN,O
he,PRP,O
could,MD,O
safely,RB,O
have,VB,O
take,VBN,O
copy,NNS,O
",",",",O
which,WDT,O
would,MD,O
have,VB,O
equally,RB,O
serve,VBD,O
he,PRP$,O
turn,NN,O
.,.,O
"""",``,O
"""",``,O
singular,JJ,O
",",",",O
no,RB,O
doubt,RB,O
--,:,O
and,CC,O
yet,RB,O
he,PRP,O
do,VBD,O
so,RB,O
.,.,O
"""",``,O
"""",``,O
every,DT,O
inquiry,NN,O
in,IN,O
this,DT,O
case,NN,O
reveal,VBZ,O
something,NN,O
inexplicable,JJ,O
.,.,O
now,RB,O
there,EX,O
be,VBP,O
three,CD,O
papers,NNS,O
still,RB,O
miss,VBG,O
.,.,O
they,PRP,O
be,VBP,O
",",",",O
as,IN,O
I,PRP,O
understand,VBP,O
",",",",O
the,DT,O
vital,JJ,O
one,NNS,O
.,.,O
"""",``,O
"""",``,O
yes,UH,O
",",",",O
that,DT,O
be,VBZ,O
so,RB,O
.,.,O
"""",``,O
"""",``,O
do,VBP,O
you,PRP,O
mean,VB,O
to,TO,O
say,VB,O
that,IN,O
anyone,NN,O
hold,VBG,O
these,DT,O
three,CD,O
papers,NNS,O
",",",",O
and,CC,O
without,IN,O
the,DT,O
seven,CD,O
other,NNS,O
",",",",O
could,MD,O
construct,VB,O
a,DT,O
Bruce,NNP,LOCATION
-,HYPH,LOCATION
Partington,NNP,LOCATION
submarine,NN,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
report,VBD,O
to,IN,O
that,DT,O
effect,NN,O
to,IN,O
the,DT,O
Admiralty,NNP,O
.,.,O
but,CC,O
to,IN,O
-,HYPH,O
day,NN,O
I,PRP,O
have,VBP,O
be,VBN,O
over,IN,O
the,DT,O
drawing,NNS,O
again,RB,O
",",",",O
and,CC,O
I,PRP,O
be,VBP,O
not,RB,O
so,RB,O
sure,JJ,O
of,IN,O
it,PRP,O
.,.,O
the,DT,O
double,JJ,O
valve,NNS,O
with,IN,O
the,DT,O
automatic,JJ,O
self,NN,O
-,HYPH,O
adjust,VBG,O
slot,NNS,O
be,VBP,O
draw,VBN,O
in,IN,O
one,CD,O
of,IN,O
the,DT,O
papers,NNS,O
which,WDT,O
have,VBP,O
be,VBN,O
return,VBN,O
.,.,O
until,IN,O
the,DT,O
foreigner,NNS,O
have,VBD,O
invent,VBN,O
that,IN,O
for,IN,O
themselves,PRP,O
they,PRP,O
could,MD,O
not,RB,O
make,VB,O
the,DT,O
boat,NN,O
.,.,O
of,RB,O
course,RB,O
they,PRP,O
might,MD,O
soon,RB,O
get,VB,O
over,IN,O
the,DT,O
difficulty,NN,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
the,DT,O
three,CD,O
miss,VBG,O
drawing,NNS,O
be,VBP,O
the,DT,O
most,RBS,O
important,JJ,O
?,.,O
"""",``,O
"""",``,O
undoubtedly,RB,O
.,.,O
"""",``,O
"""",``,O
I,PRP,O
think,VBP,O
",",",",O
with,IN,O
you,PRP$,O
permission,NN,O
",",",",O
I,PRP,O
will,MD,O
now,RB,O
take,VB,O
a,DT,O
stroll,NN,O
round,IN,O
the,DT,O
premise,NNS,O
.,.,O
I,PRP,O
do,VBP,O
not,RB,O
recall,VB,O
any,DT,O
other,JJ,O
question,NN,O
which,WDT,O
I,PRP,O
desire,VBD,O
to,TO,O
ask,VB,O
.,.,O
"""",``,O
he,PRP,O
examine,VBD,O
the,DT,O
lock,NN,O
of,IN,O
the,DT,O
safe,JJ,O
",",",",O
the,DT,O
door,NN,O
of,IN,O
the,DT,O
room,NN,O
",",",",O
and,CC,O
finally,RB,O
the,DT,O
iron,NN,O
shutter,NNS,O
of,IN,O
the,DT,O
window,NN,O
.,.,O
it,PRP,O
be,VBD,O
only,RB,O
when,WRB,O
we,PRP,O
be,VBD,O
on,IN,O
the,DT,O
lawn,NN,O
outside,IN,O
that,IN,O
he,PRP$,O
interest,NN,O
be,VBD,O
strongly,RB,O
excited,JJ,O
.,.,O
there,EX,O
be,VBD,O
a,DT,O
laurel,NN,O
bush,NN,O
outside,IN,O
the,DT,O
window,NN,O
",",",",O
and,CC,O
several,JJ,O
of,IN,O
the,DT,O
branch,NNS,O
bear,VBD,O
sign,NNS,O
of,IN,O
have,VBG,O
be,VBN,O
twist,VBN,O
or,CC,O
snap,VBN,O
.,.,O
he,PRP,O
examine,VBD,O
they,PRP,O
carefully,RB,O
with,IN,O
he,PRP$,O
lens,NN,O
",",",",O
and,CC,O
then,RB,O
some,DT,O
dim,JJ,O
and,CC,O
vague,JJ,O
mark,NNS,O
upon,IN,O
the,DT,O
earth,NN,O
beneath,IN,O
.,.,O
finally,RB,O
he,PRP,O
ask,VBD,O
the,DT,O
chief,JJ,O
clerk,NN,O
to,TO,O
close,VB,O
the,DT,O
iron,NN,O
shutter,NNS,O
",",",",O
and,CC,O
he,PRP,O
point,VBD,O
out,RP,O
to,IN,O
I,PRP,O
that,IN,O
they,PRP,O
hardly,RB,O
meet,VBD,O
in,IN,O
the,DT,O
centre,NN,O
",",",",O
and,CC,O
that,IN,O
it,PRP,O
would,MD,O
be,VB,O
possible,JJ,O
for,IN,O
anyone,NN,O
outside,IN,O
to,TO,O
see,VB,O
what,WP,O
be,VBD,O
go,VBG,O
on,IN,O
within,IN,O
the,DT,O
room,NN,O
.,.,O
"""",``,O
the,DT,O
indication,NNS,O
be,VBP,O
ruin,VBN,O
by,IN,O
three,CD,O
day,NNS,O
',POS,O
delay,NN,O
.,.,O
they,PRP,O
may,MD,O
mean,VB,O
something,NN,O
or,CC,O
nothing,NN,O
.,.,O
well,UH,O
",",",",O
Watson,NNP,PERSON
",",",",O
I,PRP,O
do,VBP,O
not,RB,O
think,VB,O
that,IN,O
Woolwich,NNP,ORGANIZATION
can,MD,O
help,VB,O
we,PRP,O
further,RB,O
.,.,O
it,PRP,O
be,VBZ,O
a,DT,O
small,JJ,O
crop,NN,O
which,WDT,O
we,PRP,O
have,VBP,O
gather,VBN,O
.,.,O
let,VB,O
we,PRP,O
see,VB,O
if,IN,O
we,PRP,O
can,MD,O
do,VB,O
better,JJR,O
in,IN,O
London,NNP,LOCATION
.,.,O
"""",``,O
yet,CC,O
we,PRP,O
add,VBD,O
one,CD,O
more,JJR,O
sheaf,NN,O
to,IN,O
we,PRP$,O
harvest,NN,O
before,IN,O
we,PRP,O
leave,VBD,O
Woolwich,NNP,ORGANIZATION
Station,NNP,ORGANIZATION
.,.,O
the,DT,O
clerk,NN,O
in,IN,O
the,DT,O
ticket,NN,O
office,NN,O
be,VBD,O
able,JJ,O
to,TO,O
say,VB,O
with,IN,O
confidence,NN,O
that,IN,O
he,PRP,O
see,VBD,O
Cadogan,NNP,PERSON
West,NNP,O
--,:,O
whom,WP,O
he,PRP,O
know,VBD,O
well,RB,O
by,IN,O
sight,NN,O
--,:,O
upon,IN,O
the,DT,O
Monday,NNP,DATE
night,NN,TIME
",",",",O
and,CC,O
that,IN,O
he,PRP,O
go,VBD,O
to,IN,O
London,NNP,LOCATION
by,IN,O
the,DT,O
8.15,CD,O
to,IN,O
London,NNP,LOCATION
Bridge,NNP,LOCATION
.,.,O
he,PRP,O
be,VBD,O
alone,JJ,O
and,CC,O
take,VBD,O
a,DT,O
single,JJ,O
third,JJ,O
-,HYPH,O
class,NN,O
ticket,NN,O
.,.,O
the,DT,O
clerk,NN,O
be,VBD,O
strike,VBN,O
at,IN,O
the,DT,O
time,NN,O
by,IN,O
he,PRP$,O
excited,JJ,O
and,CC,O
nervous,JJ,O
manner,NN,O
.,.,O
so,RB,O
shaky,JJ,O
be,VBD,O
he,PRP,O
that,IN,O
he,PRP,O
could,MD,O
hardly,RB,O
pick,VB,O
up,RP,O
he,PRP$,O
change,NN,O
",",",",O
and,CC,O
the,DT,O
clerk,NN,O
have,VBD,O
help,VBN,O
he,PRP,O
with,IN,O
it,PRP,O
.,.,O
a,DT,O
reference,NN,O
to,IN,O
the,DT,O
timetable,NN,O
show,VBD,O
that,IN,O
the,DT,O
8.15,CD,O
be,VBD,O
the,DT,O
first,JJ,O
train,NN,O
which,WDT,O
it,PRP,O
be,VBD,O
possible,JJ,O
for,IN,O
West,NNP,LOCATION
to,TO,O
take,VB,O
after,IN,O
he,PRP,O
have,VBD,O
leave,VBN,O
the,DT,O
lady,NN,O
about,IN,O
7.30,CD,O
.,.,O
"""",``,O
let,VB,O
we,PRP,O
reconstruct,VB,O
",",",",O
Watson,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
after,IN,O
half,PDT,O
a,DT,O
hour,NN,O
of,IN,O
silence,NN,O
.,.,O
"""",``,O
I,PRP,O
be,VBP,O
not,RB,O
aware,JJ,O
that,IN,O
in,IN,O
all,PDT,O
we,PRP$,O
joint,JJ,O
research,NNS,O
we,PRP,O
have,VBP,O
ever,RB,O
have,VBN,O
a,DT,O
case,NN,O
which,WDT,O
be,VBD,O
more,RBR,O
difficult,JJ,O
to,TO,O
get,VB,O
at,IN,O
.,.,O
every,DT,O
fresh,JJ,O
advance,NN,O
which,WDT,O
we,PRP,O
make,VBP,O
only,RB,O
reveal,VBZ,O
a,DT,O
fresh,JJ,O
ridge,NN,O
beyond,IN,O
.,.,O
and,CC,O
yet,RB,O
we,PRP,O
have,VBP,O
surely,RB,O
make,VBN,O
some,DT,O
appreciable,JJ,O
progress,NN,O
.,.,O
"""",``,O
the,DT,O
effect,NN,O
of,IN,O
we,PRP$,O
inquiry,NNS,O
at,IN,O
Woolwich,NNP,ORGANIZATION
have,VBZ,O
in,IN,O
the,DT,O
main,JJ,O
be,VBN,O
against,IN,O
young,JJ,O
Cadogan,NNP,PERSON
West,NNP,PERSON
;,:,O
but,CC,O
the,DT,O
indication,NNS,O
at,IN,O
the,DT,O
window,NN,O
would,MD,O
lend,VB,O
themselves,PRP,O
to,IN,O
a,DT,O
more,JJR,O
favourable,JJ,O
hypothesis,NN,O
.,.,O
let,VB,O
we,PRP,O
suppose,VB,O
",",",",O
for,IN,O
example,NN,O
",",",",O
that,IN,O
he,PRP,O
have,VBD,O
be,VBN,O
approach,VBN,O
by,IN,O
some,DT,O
foreign,JJ,O
agent,NN,O
.,.,O
it,PRP,O
might,MD,O
have,VB,O
be,VBN,O
do,VBN,O
under,IN,O
such,JJ,O
pledge,NNS,O
as,IN,O
would,MD,O
have,VB,O
prevent,VBN,O
he,PRP,O
from,IN,O
speak,VBG,O
of,IN,O
it,PRP,O
",",",",O
and,CC,O
yet,RB,O
would,MD,O
have,VB,O
affect,VBN,O
he,PRP$,O
thought,NNS,O
in,IN,O
the,DT,O
direction,NN,O
indicate,VBN,O
by,IN,O
he,PRP$,O
remark,NNS,O
to,IN,O
he,PRP$,O
fiancee,NN,O
.,.,O
very,RB,O
good,JJ,O
.,.,O
we,PRP,O
will,MD,O
now,RB,O
suppose,VB,O
that,IN,O
as,IN,O
he,PRP,O
go,VBD,O
to,IN,O
the,DT,O
theatre,NN,O
with,IN,O
the,DT,O
young,JJ,O
lady,NN,O
he,PRP,O
suddenly,RB,O
",",",",O
in,IN,O
the,DT,O
fog,NN,O
",",",",O
catch,VBD,O
a,DT,O
glimpse,NN,O
of,IN,O
this,DT,O
same,JJ,O
agent,NN,O
go,VBG,O
in,IN,O
the,DT,O
direction,NN,O
of,IN,O
the,DT,O
office,NN,O
.,.,O
he,PRP,O
be,VBD,O
a,DT,O
impetuous,JJ,O
man,NN,O
",",",",O
quick,JJ,O
in,IN,O
he,PRP$,O
decision,NNS,O
.,.,O
everything,NN,O
give,VBD,O
way,NN,O
to,IN,O
he,PRP$,O
duty,NN,O
.,.,O
he,PRP,O
follow,VBD,O
the,DT,O
man,NN,O
",",",",O
reach,VBD,O
the,DT,O
window,NN,O
",",",",O
see,VBD,O
the,DT,O
abstraction,NN,O
of,IN,O
the,DT,O
document,NNS,O
",",",",O
and,CC,O
pursue,VBD,O
the,DT,O
thief,NN,O
.,.,O
in,IN,O
this,DT,O
way,NN,O
we,PRP,O
get,VBP,O
over,IN,O
the,DT,O
objection,NN,O
that,WDT,O
no,DT,O
one,NN,O
would,MD,O
take,VB,O
original,NNS,O
when,WRB,O
he,PRP,O
could,MD,O
make,VB,O
copy,NNS,O
.,.,O
this,DT,O
outsider,NN,O
have,VBD,O
to,TO,O
take,VB,O
original,NNS,O
.,.,O
so,RB,O
far,RB,O
it,PRP,O
hold,VBZ,O
together,RB,O
.,.,O
"""",``,O
"""",``,O
what,WP,O
be,VBZ,O
the,DT,O
next,JJ,O
step,NN,O
?,.,O
"""",``,O
"""",``,O
then,RB,O
we,PRP,O
come,VBP,O
into,IN,O
difficulty,NNS,O
.,.,O
one,PRP,O
would,MD,O
imagine,VB,O
that,IN,O
under,IN,O
such,JJ,O
circumstance,NNS,O
the,DT,O
first,JJ,O
act,NN,O
of,IN,O
young,JJ,O
Cadogan,NNP,PERSON
West,NNP,PERSON
would,MD,O
be,VB,O
to,TO,O
seize,VB,O
the,DT,O
villain,NN,O
and,CC,O
raise,VB,O
the,DT,O
alarm,NN,O
.,.,O
why,WRB,O
do,VBD,O
he,PRP,O
not,RB,O
do,VB,O
so,RB,O
?,.,O
could,MD,O
it,PRP,O
have,VB,O
be,VBN,O
a,DT,O
official,JJ,O
superior,JJ,O
who,WP,O
take,VBD,O
the,DT,O
papers,NNS,O
?,.,O
that,DT,O
would,MD,O
explain,VB,O
West,NNP,PERSON
's,POS,O
conduct,NN,O
.,.,O
or,CC,O
could,MD,O
the,DT,O
chief,NN,O
have,VBP,O
give,VBN,O
West,NNP,O
the,DT,O
slip,NN,O
in,IN,O
the,DT,O
fog,NN,O
",",",",O
and,CC,O
West,NNP,LOCATION
start,VBD,O
at,IN,O
once,RB,O
to,IN,O
London,NNP,LOCATION
to,TO,O
head,VB,O
he,PRP,O
off,RP,O
from,IN,O
he,PRP$,O
own,JJ,O
room,NNS,O
",",",",O
presume,VBG,O
that,IN,O
he,PRP,O
know,VBD,O
where,WRB,O
the,DT,O
room,NNS,O
be,VBD,O
?,.,O
the,DT,O
call,NN,O
must,MD,O
have,VB,O
be,VBN,O
very,RB,O
pressing,JJ,O
",",",",O
since,IN,O
he,PRP,O
leave,VBD,O
he,PRP$,O
girl,NN,O
stand,VBG,O
in,IN,O
the,DT,O
fog,NN,O
and,CC,O
make,VBD,O
no,DT,O
effort,NN,O
to,TO,O
communicate,VB,O
with,IN,O
she,PRP,O
.,.,O
we,PRP$,O
scent,NN,O
run,VBZ,O
cold,JJ,O
here,RB,O
",",",",O
and,CC,O
there,EX,O
be,VBZ,O
a,DT,O
vast,JJ,O
gap,NN,O
between,IN,O
either,CC,O
hypothesis,NN,O
and,CC,O
the,DT,O
lay,VBG,O
of,IN,O
West,NNP,LOCATION
's,POS,O
body,NN,O
",",",",O
with,IN,O
seven,CD,O
papers,NNS,O
in,IN,O
he,PRP$,O
pocket,NN,O
",",",",O
on,IN,O
the,DT,O
roof,NN,O
of,IN,O
a,DT,O
Metropolitan,NNP,ORGANIZATION
train,NN,O
.,.,O
my,PRP$,O
instinct,NN,O
now,RB,O
be,VBZ,O
to,TO,O
work,VB,O
form,VB,O
the,DT,O
other,JJ,O
end,NN,O
.,.,O
if,IN,O
Mycroft,NNP,PERSON
have,VBZ,O
give,VBN,O
we,PRP,O
the,DT,O
list,NN,O
of,IN,O
address,NNS,O
we,PRP,O
may,MD,O
be,VB,O
able,JJ,O
to,TO,O
pick,VB,O
we,PRP$,O
man,NN,O
and,CC,O
follow,VB,O
two,CD,O
track,NNS,O
instead,RB,O
of,IN,O
one,CD,O
.,.,O
"""",``,O
surely,RB,O
enough,RB,O
",",",",O
a,DT,O
note,NN,O
await,VBD,O
we,PRP,O
at,IN,O
Baker,NNP,LOCATION
Street,NNP,LOCATION
.,.,O
a,DT,O
government,NN,O
messenger,NN,O
have,VBD,O
bring,VBN,O
it,PRP,O
post-haste,JJ,O
.,.,O
Holmes,NNP,PERSON
glance,VBD,O
at,IN,O
it,PRP,O
and,CC,O
throw,VBD,O
it,PRP,O
over,IN,O
to,IN,O
I,PRP,O
.,.,O
there,EX,O
be,VBP,O
numerous,JJ,O
small,JJ,O
fry,NN,O
",",",",O
but,CC,O
few,JJ,O
who,WP,O
would,MD,O
handle,VB,O
so,RB,O
big,JJ,O
a,DT,O
affair,NN,O
.,.,O
the,DT,O
only,JJ,O
man,NNS,O
worth,JJ,O
consider,VBG,O
be,VBP,O
Adolph,NNP,PERSON
Mayer,NNP,PERSON
",",",",O
of,IN,O
13,CD,O
Great,NNP,LOCATION
George,NNP,LOCATION
Street,NNP,LOCATION
",",",",O
Westminster,NNP,LOCATION
;,:,O
Louis,NNP,PERSON
La,NNP,PERSON
Rothiere,NNP,PERSON
",",",",O
of,IN,O
Campden,NNP,O
Mansions,NNPS,O
",",",",O
Notting,NNP,LOCATION
Hill,NNP,PERSON
;,:,O
and,CC,O
Hugo,NNP,PERSON
Oberstein,NNP,PERSON
",",",",O
13,CD,O
Caulfield,NNP,ORGANIZATION
Gardens,NNPS,ORGANIZATION
",",",",O
Kensington,NNP,LOCATION
.,.,O
the,DT,O
latter,JJ,O
be,VBD,O
know,VBN,O
to,TO,O
be,VB,O
in,IN,O
town,NN,O
on,IN,O
Monday,NNP,DATE
and,CC,O
be,VBZ,O
now,RB,O
report,VBN,O
as,IN,O
have,VBG,O
leave,VBN,O
.,.,O
glad,JJ,O
to,TO,O
hear,VB,O
you,PRP,O
have,VBP,O
see,VBN,O
some,DT,O
light,NN,O
.,.,O
the,DT,O
Cabinet,NNP,ORGANIZATION
await,VBZ,O
you,PRP$,O
final,JJ,O
report,NN,O
with,IN,O
the,DT,O
utmost,JJ,O
anxiety,NN,O
.,.,O
urgent,JJ,O
representation,NNS,O
have,VBP,O
arrive,VBN,O
from,IN,O
the,DT,O
very,RB,O
highest,JJS,O
quarter,NN,O
.,.,O
the,DT,O
whole,JJ,O
force,NN,O
of,IN,O
the,DT,O
state,NN,O
be,VBZ,O
at,IN,O
you,PRP$,O
back,NN,O
if,IN,O
you,PRP,O
should,MD,O
need,VB,O
it,PRP,O
.,.,O
Mycroft,NNP,PERSON
.,.,O
"""",``,O
I,PRP,O
be,VBP,O
afraid,JJ,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
",",",",O
smile,VBG,O
",",",",O
"""",'',O
that,IN,O
all,PDT,O
the,DT,O
queen,NN,O
's,POS,O
horse,NNS,O
and,CC,O
all,PDT,O
the,DT,O
queen,NN,O
's,POS,O
man,NNS,O
can,MD,O
not,RB,O
avail,NN,O
in,IN,O
this,DT,O
matter,NN,O
.,.,O
"""",'',O
he,PRP,O
have,VBD,O
spread,VBN,O
out,IN,O
he,PRP$,O
big,JJ,O
map,NN,O
of,IN,O
London,NNP,LOCATION
and,CC,O
lean,VBD,O
eagerly,RB,O
over,IN,O
it,PRP,O
.,.,O
"""",``,O
well,UH,O
",",",",O
well,UH,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
presently,RB,O
with,IN,O
a,DT,O
exclamation,NN,O
of,IN,O
satisfaction,NN,O
",",",",O
"""",'',O
thing,NNS,O
be,VBP,O
turn,VBG,O
a,DT,O
little,JJ,O
in,IN,O
we,PRP$,O
direction,NN,O
at,IN,O
last,JJ,O
.,.,O
why,WRB,O
",",",",O
Watson,NNP,PERSON
",",",",O
I,PRP,O
do,VBP,O
honestly,RB,O
believe,VB,O
that,IN,O
we,PRP,O
be,VBP,O
go,VBG,O
to,TO,O
pull,VB,O
it,PRP,O
off,RP,O
",",",",O
after,IN,O
all,DT,O
.,.,O
"""",``,O
he,PRP,O
slap,VBD,O
I,PRP,O
on,IN,O
the,DT,O
shoulder,NN,O
with,IN,O
a,DT,O
sudden,JJ,O
burst,NN,O
of,IN,O
hilarity,NN,O
.,.,O
"""",'',O
I,PRP,O
be,VBP,O
go,VBG,O
out,RB,O
now,RB,O
.,.,O
it,PRP,O
be,VBZ,O
only,RB,O
a,DT,O
reconnaissance,NN,O
.,.,O
I,PRP,O
will,MD,O
do,VB,O
nothing,NN,O
serious,JJ,O
without,IN,O
my,PRP$,O
trust,VBN,O
comrade,NN,O
and,CC,O
biographer,NN,O
at,IN,O
my,PRP$,O
elbow,NN,O
.,.,O
do,VBP,O
you,PRP,O
stay,VB,O
here,RB,O
",",",",O
and,CC,O
the,DT,O
odds,NNS,O
be,VBP,O
that,IN,O
you,PRP,O
will,MD,O
see,VB,O
I,PRP,O
again,RB,O
in,IN,O
a,DT,O
hour,NN,O
or,CC,O
two,CD,O
.,.,O
if,IN,O
time,NN,O
hang,VBZ,O
heavy,JJ,O
get,VB,O
foolscap,NN,O
and,CC,O
a,DT,O
pen,NN,O
",",",",O
and,CC,O
begin,VB,O
you,PRP$,O
narrative,NN,O
of,IN,O
how,WRB,O
we,PRP,O
save,VBD,O
the,DT,O
state,NN,O
.,.,O
"""",``,O
I,PRP,O
feel,VBD,O
some,DT,O
reflection,NN,O
of,IN,O
he,PRP$,O
elation,NN,O
in,IN,O
my,PRP$,O
own,JJ,O
mind,NN,O
",",",",O
for,IN,O
I,PRP,O
know,VBD,O
well,RB,O
that,IN,O
he,PRP,O
would,MD,O
not,RB,O
depart,VB,O
so,RB,O
far,RB,O
from,IN,O
he,PRP$,O
usual,JJ,O
austerity,NN,O
of,IN,O
demeanour,NN,O
unless,IN,O
there,EX,O
be,VBD,O
good,JJ,O
cause,NN,O
for,IN,O
exultation,NN,O
.,.,O
all,PDT,O
the,DT,O
long,JJ,O
November,NNP,DATE
evening,NN,O
I,PRP,O
wait,VBD,O
",",",",O
fill,VBD,O
with,IN,O
impatience,NN,O
for,IN,O
he,PRP$,O
return,NN,O
.,.,O
at,IN,O
last,JJ,O
",",",",O
shortly,RB,O
after,IN,O
nine,CD,O
o'clock,NN,O
",",",",O
there,EX,O
arrive,VBD,O
a,DT,O
messenger,NN,O
with,IN,O
a,DT,O
note,NN,O
:,:,O
be,VBP,O
dining,NN,O
at,IN,O
Goldini,NNP,LOCATION
's,POS,O
Restaurant,NNP,O
",",",",O
Gloucester,NNP,LOCATION
Road,NNP,LOCATION
",",",",O
Kensington,NNP,LOCATION
.,.,O
please,UH,O
come,VB,O
at,IN,O
once,RB,O
and,CC,O
join,VB,O
I,PRP,O
there,RB,O
.,.,O
bring,VB,O
with,IN,O
you,PRP,O
a,DT,O
jemmy,NN,O
",",",",O
a,DT,O
dark,JJ,O
lantern,NN,O
",",",",O
a,DT,O
chisel,NN,O
",",",",O
and,CC,O
a,DT,O
revolver,NN,O
.,.,O
S.H.,NNP,PERSON
.,.,O
it,PRP,O
be,VBD,O
a,DT,O
nice,JJ,O
equipment,NN,O
for,IN,O
a,DT,O
respectable,JJ,O
citizen,NN,O
to,TO,O
carry,VB,O
through,IN,O
the,DT,O
dim,NN,O
",",",",O
fog,NN,O
-,HYPH,O
drape,VBN,O
street,NNS,O
.,.,O
I,PRP,O
stow,VBD,O
they,PRP,O
all,DT,O
discreetly,RB,O
away,RB,O
in,IN,O
my,PRP$,O
overcoat,NN,O
and,CC,O
drive,VBD,O
straight,RB,O
to,IN,O
the,DT,O
address,NN,O
give,VBN,O
.,.,O
there,RB,O
sit,VBD,O
my,PRP$,O
friend,NN,O
at,IN,O
a,DT,O
little,JJ,O
round,NN,O
table,NN,O
near,IN,O
the,DT,O
door,NN,O
of,IN,O
the,DT,O
garish,JJ,O
italian,JJ,MISC
restaurant,NN,O
.,.,O
"""",``,O
have,VBP,O
you,PRP,O
have,VBD,O
something,NN,O
to,TO,O
eat,VB,O
?,.,O
then,RB,O
join,VB,O
I,PRP,O
in,IN,O
a,DT,O
coffee,NN,O
and,CC,O
curacao,NN,O
.,.,O
try,VB,O
one,CD,O
of,IN,O
the,DT,O
proprietor,NN,O
's,POS,O
cigar,NNS,O
.,.,O
they,PRP,O
be,VBP,O
less,RBR,O
poisonous,JJ,O
than,IN,O
one,PRP,O
would,MD,O
expect,VB,O
.,.,O
have,VBP,O
you,PRP,O
the,DT,O
tool,NNS,O
?,.,O
"""",``,O
"""",``,O
they,PRP,O
be,VBP,O
here,RB,O
",",",",O
in,IN,O
my,PRP$,O
overcoat,NN,O
.,.,O
"""",``,O
"""",``,O
excellent,JJ,O
.,.,O
let,VB,O
I,PRP,O
give,VB,O
you,PRP,O
a,DT,O
short,JJ,O
sketch,NN,O
of,IN,O
what,WP,O
I,PRP,O
have,VBP,O
do,VBN,O
",",",",O
with,IN,O
some,DT,O
indication,NN,O
of,IN,O
what,WP,O
we,PRP,O
be,VBP,O
about,RB,O
to,TO,O
do,VB,O
.,.,O
now,RB,O
it,PRP,O
must,MD,O
be,VB,O
evident,JJ,O
to,IN,O
you,PRP,O
",",",",O
Watson,NNP,PERSON
",",",",O
that,IN,O
this,DT,O
young,JJ,O
man,NN,O
's,POS,O
body,NN,O
be,VBD,O
place,VBN,O
on,IN,O
the,DT,O
roof,NN,O
of,IN,O
the,DT,O
train,NN,O
.,.,O
that,DT,O
be,VBD,O
clear,JJ,O
from,IN,O
the,DT,O
instant,NN,O
that,WDT,O
I,PRP,O
determine,VBD,O
the,DT,O
fact,NN,O
that,IN,O
it,PRP,O
be,VBD,O
from,IN,O
the,DT,O
roof,NN,O
",",",",O
and,CC,O
not,RB,O
from,IN,O
a,DT,O
carriage,NN,O
",",",",O
that,IN,O
he,PRP,O
have,VBD,O
fall,VBN,O
.,.,O
"""",``,O
"""",``,O
could,MD,O
it,PRP,O
not,RB,O
have,VBP,O
be,VBN,O
drop,VBN,O
from,IN,O
a,DT,O
bridge,NN,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
should,MD,O
say,VB,O
it,PRP,O
be,VBD,O
impossible,JJ,O
.,.,O
if,IN,O
you,PRP,O
examine,VBP,O
the,DT,O
roof,NNS,O
you,PRP,O
will,MD,O
find,VB,O
that,IN,O
they,PRP,O
be,VBP,O
slightly,RB,O
rounded,JJ,O
",",",",O
and,CC,O
there,EX,O
be,VBZ,O
no,DT,O
railing,NN,O
round,IN,O
they,PRP,O
.,.,O
therefore,RB,O
",",",",O
we,PRP,O
can,MD,O
say,VB,O
for,IN,O
certain,JJ,O
that,IN,O
young,JJ,O
Cadogan,NNP,PERSON
West,NNP,PERSON
be,VBD,O
place,VBN,O
