lemma,pos,ner
take,VBN,O
from,IN,O
he,PRP,O
in,IN,O
order,NN,O
to,TO,O
conceal,VB,O
the,DT,O
station,NN,O
from,IN,O
which,WDT,O
he,PRP,O
come,VBD,O
?,.,O
it,PRP,O
be,VBZ,O
possible,JJ,O
.,.,O
or,CC,O
do,VBD,O
he,PRP,O
drop,VB,O
it,PRP,O
in,IN,O
the,DT,O
carriage,NN,O
?,.,O
that,DT,O
be,VBZ,O
also,RB,O
possible,JJ,O
.,.,O
but,CC,O
the,DT,O
point,NN,O
be,VBZ,O
of,IN,O
curious,JJ,O
interest,NN,O
.,.,O
I,PRP,O
understand,VBP,O
that,IN,O
there,EX,O
be,VBD,O
no,DT,O
sign,NN,O
of,IN,O
robbery,NN,O
?,.,O
"""",``,O
"""",``,O
apparently,RB,O
not,RB,O
.,.,O
there,EX,O
be,VBZ,O
a,DT,O
list,NN,O
here,RB,O
of,IN,O
he,PRP$,O
possession,NNS,O
.,.,O
he,PRP$,O
purse,NN,O
contain,VBD,O
two,CD,O
pound,NNS,O
fifteen,CD,O
.,.,O
he,PRP,O
have,VBD,O
also,RB,O
a,DT,O
check,NN,O
-,HYPH,O
book,NN,O
on,IN,O
the,DT,O
Woolwich,NNP,ORGANIZATION
branch,NN,O
of,IN,O
the,DT,O
Capital,NNP,ORGANIZATION
and,CC,ORGANIZATION
Counties,NNPS,ORGANIZATION
Bank,NNP,ORGANIZATION
.,.,O
through,IN,O
this,DT,O
he,PRP$,O
identity,NN,O
be,VBD,O
establish,VBN,O
.,.,O
there,EX,O
be,VBD,O
also,RB,O
two,CD,O
dress,NN,O
-,HYPH,O
circle,NN,O
ticket,NNS,O
for,IN,O
the,DT,O
Woolwich,NNP,O
Theatre,NNP,O
",",",",O
date,VBN,O
for,IN,O
that,DT,O
very,RB,O
evening,NN,O
.,.,O
also,RB,O
a,DT,O
small,JJ,O
packet,NN,O
of,IN,O
technical,JJ,O
papers,NNS,O
.,.,O
"""",``,O
Holmes,NNP,PERSON
give,VBD,O
a,DT,O
exclamation,NN,O
of,IN,O
satisfaction,NN,O
.,.,O
"""",'',O
there,RB,O
we,PRP,O
have,VBP,O
it,PRP,O
at,IN,O
last,RB,O
",",",",O
Watson,NNP,PERSON
!,.,O
british,JJ,MISC
government,NN,O
--,:,O
Woolwich,NNP,O
.,.,O
Arsenal,NNP,O
--,:,O
technical,JJ,O
papers,NNS,O
--,:,O
Brother,NNP,O
Mycroft,NNP,PERSON
",",",",O
the,DT,O
chain,NN,O
be,VBZ,O
complete,JJ,O
.,.,O
but,CC,O
here,RB,O
he,PRP,O
come,VBZ,O
",",",",O
if,IN,O
I,PRP,O
be,VBP,O
not,RB,O
mistaken,JJ,O
",",",",O
to,TO,O
speak,VB,O
for,IN,O
himself,PRP,O
.,.,O
"""",``,O
a,DT,O
moment,NN,O
later,RB,O
the,DT,O
tall,JJ,O
and,CC,O
portly,JJ,O
form,NN,O
of,IN,O
Mycroft,NNP,PERSON
Holmes,NNP,PERSON
be,VBD,O
usher,VBN,O
into,IN,O
the,DT,O
room,NN,O
.,.,O
heavily,RB,O
build,VBN,O
and,CC,O
massive,JJ,O
",",",",O
there,EX,O
be,VBD,O
a,DT,O
suggestion,NN,O
of,IN,O
uncouth,JJ,O
physical,JJ,O
inertia,NN,O
in,IN,O
the,DT,O
figure,NN,O
",",",",O
but,CC,O
above,IN,O
this,DT,O
unwieldy,JJ,O
frame,NN,O
there,EX,O
be,VBD,O
perch,VBN,O
a,DT,O
head,NN,O
so,RB,O
masterful,JJ,O
in,IN,O
its,PRP$,O
brow,NN,O
",",",",O
so,RB,O
alert,JJ,O
in,IN,O
its,PRP$,O
steel,NN,O
-,HYPH,O
gray,NN,O
",",",",O
deep,JJ,O
-,HYPH,O
set,NN,O
eye,NNS,O
",",",",O
so,RB,O
firm,JJ,O
in,IN,O
its,PRP$,O
lip,NNS,O
",",",",O
and,CC,O
so,RB,O
subtle,JJ,O
in,IN,O
its,PRP$,O
play,NN,O
of,IN,O
expression,NN,O
",",",",O
that,IN,O
after,IN,O
the,DT,O
first,JJ,O
glance,NN,O
one,CD,O
forget,VBD,O
the,DT,O
gross,JJ,O
body,NN,O
and,CC,O
remember,VBD,O
only,RB,O
the,DT,O
dominant,JJ,O
mind,NN,O
.,.,O
at,IN,O
he,PRP$,O
heel,NNS,O
come,VBD,O
we,PRP$,O
old,JJ,O
friend,NN,O
Lestrade,NNP,PERSON
",",",",O
of,IN,O
Scotland,NNP,LOCATION
Yard,NNP,LOCATION
--,:,O
thin,JJ,O
and,CC,O
austere,JJ,O
.,.,O
the,DT,O
gravity,NN,O
of,IN,O
both,CC,O
they,PRP$,O
face,NNS,O
foretell,VBD,O
some,DT,O
weighty,JJ,O
quest,NN,O
.,.,O
the,DT,O
detective,NN,O
shake,VBD,O
hand,NNS,O
without,IN,O
a,DT,O
word,NN,O
.,.,O
Mycroft,NNP,PERSON
Holmes,NNP,PERSON
struggle,VBD,O
out,IN,O
of,IN,O
he,PRP$,O
overcoat,NN,O
and,CC,O
subside,VBD,O
into,IN,O
a,DT,O
armchair,NN,O
.,.,O
"""",``,O
a,DT,O
most,RBS,O
annoying,JJ,O
business,NN,O
",",",",O
Sherlock,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
I,PRP,O
extremely,RB,O
dislike,VBP,O
alter,VBG,O
my,PRP$,O
habit,NNS,O
",",",",O
but,CC,O
the,DT,O
power,NNS,O
that,WDT,O
be,VB,O
would,MD,O
take,VB,O
no,DT,O
denial,NN,O
.,.,O
in,IN,O
the,DT,O
present,JJ,O
state,NN,O
of,IN,O
Siam,NNP,LOCATION
it,PRP,O
be,VBZ,O
most,RBS,O
awkward,JJ,O
that,IN,O
I,PRP,O
should,MD,O
be,VB,O
away,RB,O
from,IN,O
the,DT,O
office,NN,O
.,.,O
but,CC,O
it,PRP,O
be,VBZ,O
a,DT,O
real,JJ,O
crisis,NN,O
.,.,O
I,PRP,O
have,VBP,O
never,RB,O
see,VBN,O
the,DT,O
Prime,NNP,O
Minister,NNP,O
so,RB,O
upset,JJ,O
.,.,O
as,IN,O
to,IN,O
the,DT,O
Admiralty,NNP,O
--,:,O
it,PRP,O
be,VBZ,O
buzz,VBG,O
like,IN,O
a,DT,O
overturn,VBN,O
bee,NN,O
-,HYPH,O
hive,NN,O
.,.,O
have,VBP,O
you,PRP,O
read,VB,O
up,RP,O
the,DT,O
case,NN,O
?,.,O
"""",``,O
"""",``,O
we,PRP,O
have,VBP,O
just,RB,O
do,VBN,O
so,RB,O
.,.,O
what,WP,O
be,VBD,O
the,DT,O
technical,JJ,O
papers,NNS,O
?,.,O
"""",``,O
"""",``,O
ah,UH,O
",",",",O
there,EX,O
be,VBZ,O
the,DT,O
point,NN,O
!,.,O
fortunately,RB,O
",",",",O
it,PRP,O
have,VBZ,O
not,RB,O
come,VB,O
out,RP,O
.,.,O
the,DT,O
press,NN,O
would,MD,O
be,VB,O
furious,JJ,O
if,IN,O
it,PRP,O
do,VBD,O
.,.,O
the,DT,O
papers,NNS,O
which,WDT,O
this,DT,O
wretched,JJ,O
youth,NN,O
have,VBD,O
in,IN,O
he,PRP$,O
pocket,NN,O
be,VBD,O
the,DT,O
plan,NNS,O
of,IN,O
the,DT,O
Bruce,NNP,LOCATION
-,HYPH,LOCATION
Partington,NNP,LOCATION
submarine,NN,O
.,.,O
"""",``,O
Mycroft,NNP,PERSON
Holmes,NNP,PERSON
speak,VBD,O
with,IN,O
a,DT,O
solemnity,NN,O
which,WDT,O
show,VBD,O
he,PRP$,O
sense,NN,O
of,IN,O
the,DT,O
importance,NN,O
of,IN,O
the,DT,O
subject,NN,O
.,.,O
he,PRP$,O
brother,NN,O
and,CC,O
I,PRP,O
sit,VBD,O
expectant,JJ,O
.,.,O
"""",``,O
surely,RB,O
you,PRP,O
have,VBP,O
hear,VBN,O
of,IN,O
it,PRP,O
?,.,O
I,PRP,O
think,VBD,O
everyone,NN,O
have,VBD,O
hear,VBN,O
of,IN,O
it,PRP,O
.,.,O
"""",``,O
"""",``,O
only,RB,O
as,IN,O
a,DT,O
name,NN,O
.,.,O
"""",``,O
"""",``,O
its,PRP$,O
importance,NN,O
can,MD,O
hardly,RB,O
be,VB,O
exaggerated,JJ,O
.,.,O
it,PRP,O
have,VBZ,O
be,VBN,O
the,DT,O
most,RBS,O
jealously,RB,O
guard,VBN,O
of,IN,O
all,DT,O
government,NN,O
secret,NNS,O
.,.,O
you,PRP,O
may,MD,O
take,VB,O
it,PRP,O
from,IN,O
I,PRP,O
that,IN,O
naval,JJ,O
warfare,NN,O
become,VBZ,O
impossible,JJ,O
within,IN,O
the,DT,O
radius,NN,O
of,IN,O
a,DT,O
Bruce,NNP,PERSON
-,HYPH,PERSON
Partington,NNP,PERSON
's,POS,O
operation,NN,O
.,.,O
two,CD,O
year,NNS,O
ago,IN,O
a,DT,O
very,RB,O
large,JJ,O
sum,NN,O
be,VBD,O
smuggle,VBN,O
through,IN,O
the,DT,O
estimate,NNS,O
and,CC,O
be,VBD,O
expend,VBN,O
in,IN,O
acquire,VBG,O
a,DT,O
monopoly,NN,O
of,IN,O
the,DT,O
invention,NN,O
.,.,O
every,DT,O
effort,NN,O
have,VBZ,O
be,VBN,O
make,VBN,O
to,TO,O
keep,VB,O
the,DT,O
secret,NN,O
.,.,O
the,DT,O
plan,NNS,O
",",",",O
which,WDT,O
be,VBP,O
exceedingly,RB,O
intricate,JJ,O
",",",",O
comprise,VBG,O
some,DT,O
thirty,CD,O
separate,JJ,O
patent,NNS,O
",",",",O
each,DT,O
essential,JJ,O
to,IN,O
the,DT,O
working,NN,O
of,IN,O
the,DT,O
whole,JJ,O
",",",",O
be,VBP,O
keep,VBN,O
in,IN,O
a,DT,O
elaborate,JJ,O
safe,JJ,O
in,IN,O
a,DT,O
confidential,JJ,O
office,NN,O
adjoin,VBG,O
the,DT,O
arsenal,NN,O
",",",",O
with,IN,O
burglar,NN,O
-,HYPH,O
proof,NN,O
door,NNS,O
and,CC,O
window,NNS,O
.,.,O
under,IN,O
no,DT,O
conceivable,JJ,O
circumstance,NNS,O
be,VBD,O
the,DT,O
plan,NNS,O
to,TO,O
be,VB,O
take,VBN,O
from,IN,O
the,DT,O
office,NN,O
.,.,O
if,IN,O
the,DT,O
chief,JJ,O
constructor,NN,O
of,IN,O
the,DT,O
Navy,NNP,ORGANIZATION
desire,VBN,O
to,TO,O
consult,VB,O
they,PRP,O
",",",",O
even,RB,O
he,PRP,O
be,VBD,O
force,VBN,O
to,TO,O
go,VB,O
to,IN,O
the,DT,O
Woolwich,NNP,ORGANIZATION
office,NN,O
for,IN,O
the,DT,O
purpose,NN,O
.,.,O
and,CC,O
yet,RB,O
here,RB,O
we,PRP,O
find,VBP,O
they,PRP,O
in,IN,O
the,DT,O
pocket,NN,O
of,IN,O
a,DT,O
dead,JJ,O
junior,JJ,O
clerk,NN,O
in,IN,O
the,DT,O
heart,NN,O
of,IN,O
London,NNP,LOCATION
.,.,O
from,IN,O
a,DT,O
official,JJ,O
point,NN,O
of,IN,O
view,NN,O
it,PRP,O
be,VBZ,O
simply,RB,O
awful,JJ,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
you,PRP,O
have,VBP,O
recover,VBN,O
they,PRP,O
?,.,O
"""",``,O
"""",``,O
no,UH,O
",",",",O
Sherlock,NNP,PERSON
",",",",O
no,DT,O
!,.,O
that,DT,O
be,VBZ,O
the,DT,O
pinch,NN,O
.,.,O
we,PRP,O
have,VBP,O
not,RB,O
.,.,O
ten,CD,O
papers,NNS,O
be,VBD,O
take,VBN,O
from,IN,O
Woolwich,NNP,ORGANIZATION
.,.,O
there,EX,O
be,VBD,O
seven,CD,O
in,IN,O
the,DT,O
pocket,NN,O
of,IN,O
Cadogan,NNP,LOCATION
West,NNP,LOCATION
.,.,O
the,DT,O
three,CD,O
most,RBS,O
essential,JJ,O
be,VBP,O
go,VBN,O
--,:,O
steal,VBN,O
",",",",O
vanish,VBN,O
.,.,O
you,PRP,O
must,MD,O
drop,VB,O
everything,NN,O
",",",",O
Sherlock,NNP,PERSON
.,.,O
never,RB,O
mind,VB,O
you,PRP$,O
usual,JJ,O
petty,JJ,O
puzzle,NNS,O
of,IN,O
the,DT,O
police,NN,O
-,HYPH,O
court,NN,O
.,.,O
it,PRP,O
be,VBZ,O
a,DT,O
vital,JJ,O
international,JJ,O
problem,NN,O
that,WDT,O
you,PRP,O
have,VBP,O
to,TO,O
solve,VB,O
.,.,O
why,WRB,O
do,VBD,O
Cadogan,NNP,PERSON
West,NNP,PERSON
take,VB,O
the,DT,O
papers,NNS,O
",",",",O
where,WRB,O
be,VBP,O
the,DT,O
missing,JJ,O
one,NNS,O
",",",",O
how,WRB,O
do,VBD,O
he,PRP,O
die,VB,O
",",",",O
how,WRB,O
come,VBD,O
he,PRP$,O
body,NN,O
where,WRB,O
it,PRP,O
be,VBD,O
find,VBN,O
",",",",O
how,WRB,O
can,MD,O
the,DT,O
evil,NN,O
be,VB,O
set,VBN,O
right,NN,O
?,.,O
find,VB,O
a,DT,O
answer,NN,O
to,IN,O
all,PDT,O
these,DT,O
question,NNS,O
",",",",O
and,CC,O
you,PRP,O
will,MD,O
have,VB,O
do,VBN,O
good,JJ,O
service,NN,O
for,IN,O
you,PRP$,O
country,NN,O
.,.,O
"""",``,O
"""",``,O
why,WRB,O
do,VBP,O
you,PRP,O
not,RB,O
solve,VB,O
it,PRP,O
yourself,PRP,O
",",",",O
Mycroft,NNP,PERSON
?,.,O
you,PRP,O
can,MD,O
see,VB,O
as,RB,O
far,RB,O
as,IN,O
I.,NNP,O
"""",'',O
"""",``,O
possibly,RB,O
",",",",O
Sherlock,NNP,PERSON
.,.,O
but,CC,O
it,PRP,O
be,VBZ,O
a,DT,O
question,NN,O
of,IN,O
get,VBG,O
detail,NNS,O
.,.,O
give,VB,O
I,PRP,O
you,PRP$,O
detail,NNS,O
",",",",O
and,CC,O
from,IN,O
a,DT,O
armchair,NN,O
I,PRP,O
will,MD,O
return,VB,O
you,PRP,O
a,DT,O
excellent,JJ,O
expert,NN,O
opinion,NN,O
.,.,O
but,CC,O
to,TO,O
run,VB,O
here,RB,O
and,CC,O
run,VB,O
there,RB,O
",",",",O
to,TO,O
cross-question,VB,O
railway,NN,O
guard,NNS,O
",",",",O
and,CC,O
lie,VB,O
on,IN,O
my,PRP$,O
face,NN,O
with,IN,O
a,DT,O
lens,NN,O
to,IN,O
my,PRP$,O
eye,NN,O
--,:,O
it,PRP,O
be,VBZ,O
not,RB,O
my,PRP$,O
métier,NN,O
.,.,O
no,UH,O
",",",",O
you,PRP,O
be,VBP,O
the,DT,O
one,CD,O
man,NN,O
who,WP,O
can,MD,O
clear,VB,O
the,DT,O
matter,NN,O
up,RP,O
.,.,O
if,IN,O
you,PRP,O
have,VBP,O
a,DT,O
fancy,JJ,O
to,TO,O
see,VB,O
you,PRP$,O
name,NN,O
in,IN,O
the,DT,O
next,JJ,O
honour,NNS,O
list,NN,O
--,:,O
"""",``,O
my,PRP$,O
friend,NN,O
smile,VBD,O
and,CC,O
shake,VBD,O
he,PRP$,O
head,NN,O
.,.,O
"""",'',O
I,PRP,O
play,VBP,O
the,DT,O
game,NN,O
for,IN,O
the,DT,O
game,NN,O
's,POS,O
own,JJ,O
sake,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",'',O
but,CC,O
the,DT,O
problem,NN,O
certainly,RB,O
present,VBZ,O
some,DT,O
point,NNS,O
of,IN,O
interest,NN,O
",",",",O
and,CC,O
I,PRP,O
shall,MD,O
be,VB,O
very,RB,O
pleased,JJ,O
to,TO,O
look,VB,O
into,IN,O
it,PRP,O
.,.,O
some,DT,O
more,JJR,O
fact,NNS,O
",",",",O
please,UH,O
.,.,O
"""",``,O
"""",``,O
I,PRP,O
have,VBP,O
jot,VBN,O
down,IN,O
the,DT,O
more,JJR,O
essential,JJ,O
one,NNS,O
upon,IN,O
this,DT,O
sheet,NN,O
of,IN,O
paper,NN,O
",",",",O
together,RB,O
with,IN,O
a,DT,O
few,JJ,O
address,NNS,O
which,WDT,O
you,PRP,O
will,MD,O
find,VB,O
of,IN,O
service,NN,O
.,.,O
the,DT,O
actual,JJ,O
official,NN,O
guardian,NN,O
of,IN,O
the,DT,O
papers,NNS,O
be,VBZ,O
the,DT,O
famous,JJ,O
government,NN,O
expert,NN,O
",",",",O
Sir,NNP,O
James,NNP,PERSON
Walter,NNP,PERSON
",",",",O
whose,WP$,O
decoration,NNS,O
and,CC,O
sub-title,NNS,O
fill,VBP,O
two,CD,O
line,NNS,O
of,IN,O
a,DT,O
book,NN,O
of,IN,O
reference,NN,O
.,.,O
he,PRP,O
have,VBZ,O
grow,VBN,O
gray,JJ,O
in,IN,O
the,DT,O
service,NN,O
",",",",O
be,VBZ,O
a,DT,O
gentleman,NN,O
",",",",O
a,DT,O
favour,VBN,O
guest,NN,O
in,IN,O
the,DT,O
most,RBS,O
exalt,VBN,O
house,NNS,O
",",",",O
and,CC,O
",",",",O
above,RB,O
all,DT,O
",",",",O
a,DT,O
man,NN,O
whose,WP$,O
patriotism,NN,O
be,VBZ,O
beyond,IN,O
suspicion,NN,O
.,.,O
he,PRP,O
be,VBZ,O
one,CD,O
of,IN,O
two,CD,O
who,WP,O
have,VBP,O
a,DT,O
key,NN,O
of,IN,O
the,DT,O
safe,JJ,O
.,.,O
I,PRP,O
may,MD,O
add,VB,O
that,IN,O
the,DT,O
papers,NNS,O
be,VBD,O
undoubtedly,RB,O
in,IN,O
the,DT,O
office,NN,O
during,IN,O
work,VBG,O
hour,NNS,O
on,IN,O
Monday,NNP,DATE
",",",",O
and,CC,O
that,IN,O
Sir,NNP,O
James,NNP,PERSON
leave,VBD,O
for,IN,O
London,NNP,LOCATION
about,IN,O
three,CD,O
o'clock,NN,O
take,VBG,O
he,PRP$,O
key,NN,O
with,IN,O
he,PRP,O
.,.,O
he,PRP,O
be,VBD,O
at,IN,O
the,DT,O
house,NN,O
of,IN,O
Admiral,NNP,O
Sinclair,NNP,PERSON
at,IN,O
Barclay,NNP,LOCATION
Square,NNP,LOCATION
during,IN,O
the,DT,O
whole,NN,O
of,IN,O
the,DT,O
evening,NN,TIME
when,WRB,O
this,DT,O
incident,NN,O
occur,VBD,O
.,.,O
"""",``,O
"""",``,O
have,VBZ,O
the,DT,O
fact,NN,O
be,VBN,O
verify,VBN,O
?,.,O
"""",``,O
"""",``,O
yes,UH,O
;,:,O
he,PRP$,O
brother,NN,O
",",",",O
Colonel,NNP,O
Valentine,NNP,PERSON
Walter,NNP,PERSON
",",",",O
have,VBZ,O
testify,VBN,O
to,IN,O
he,PRP$,O
departure,NN,O
from,IN,O
Woolwich,NNP,ORGANIZATION
",",",",O
and,CC,O
Admiral,NNP,O
Sinclair,NNP,PERSON
to,IN,O
he,PRP$,O
arrival,NN,O
in,IN,O
London,NNP,LOCATION
;,:,O
so,RB,O
Sir,NNP,O
James,NNP,PERSON
be,VBZ,O
no,RB,O
longer,RBR,O
a,DT,O
direct,JJ,O
factor,NN,O
in,IN,O
the,DT,O
problem,NN,O
.,.,O
"""",``,O
"""",``,O
who,WP,O
be,VBD,O
the,DT,O
other,JJ,O
man,NN,O
with,IN,O
a,DT,O
key,NN,O
?,.,O
"""",``,O
"""",``,O
the,DT,O
senior,JJ,O
clerk,NN,O
and,CC,O
draughtsman,NN,O
",",",",O
Mr.,NNP,PERSON
Sidney,NNP,PERSON
Johnson,NNP,PERSON
.,.,O
he,PRP,O
be,VBZ,O
a,DT,O
man,NN,O
of,IN,O
forty,CD,O
",",",",O
married,JJ,O
",",",",O
with,IN,O
five,CD,O
child,NNS,O
.,.,O
he,PRP,O
be,VBZ,O
a,DT,O
silent,JJ,O
",",",",O
morose,JJ,O
man,NN,O
",",",",O
but,CC,O
he,PRP,O
have,VBZ,O
",",",",O
on,IN,O
the,DT,O
whole,JJ,O
",",",",O
a,DT,O
excellent,JJ,O
record,NN,O
in,IN,O
the,DT,O
public,JJ,O
service,NN,O
.,.,O
he,PRP,O
be,VBZ,O
unpopular,JJ,O
with,IN,O
he,PRP$,O
colleague,NNS,O
",",",",O
but,CC,O
a,DT,O
hard,JJ,O
worker,NN,O
.,.,O
accord,VBG,O
to,IN,O
he,PRP$,O
own,JJ,O
account,NN,O
",",",",O
corroborate,VBN,O
only,RB,O
by,IN,O
the,DT,O
word,NN,O
of,IN,O
he,PRP$,O
wife,NN,O
",",",",O
he,PRP,O
be,VBD,O
at,IN,O
home,NN,O
the,DT,O
whole,NN,O
of,IN,O
Monday,NNP,DATE
evening,NN,TIME
after,IN,O
office,NN,O
hour,NNS,O
",",",",O
and,CC,O
he,PRP$,O
key,NN,O
have,VBZ,O
never,RB,O
leave,VBN,O
the,DT,O
watch,NN,O
-,HYPH,O
chain,NN,O
upon,IN,O
which,WDT,O
it,PRP,O
hang,VBZ,O
.,.,O
"""",``,O
"""",``,O
tell,VB,O
we,PRP,O
about,IN,O
Cadogan,NNP,PERSON
West,NNP,PERSON
.,.,O
"""",``,O
"""",``,O
he,PRP,O
have,VBZ,O
be,VBN,O
ten,CD,O
year,NNS,O
in,IN,O
the,DT,O
service,NN,O
and,CC,O
have,VBZ,O
do,VBN,O
good,JJ,O
work,NN,O
.,.,O
he,PRP,O
have,VBZ,O
the,DT,O
reputation,NN,O
of,IN,O
be,VBG,O
hot,JJ,O
-,HYPH,O
head,VBN,O
and,CC,O
imperious,JJ,O
",",",",O
but,CC,O
a,DT,O
straight,JJ,O
",",",",O
honest,JJ,O
man,NN,O
.,.,O
we,PRP,O
have,VBP,O
nothing,NN,O
against,IN,O
he,PRP,O
.,.,O
he,PRP,O
be,VBD,O
next,JJ,O
Sidney,NNP,PERSON
Johnson,NNP,PERSON
in,IN,O
the,DT,O
office,NN,O
.,.,O
he,PRP$,O
duty,NNS,O
bring,VBD,O
he,PRP,O
into,IN,O
daily,RB,O
",",",",O
personal,JJ,O
contact,NN,O
with,IN,O
the,DT,O
plan,NNS,O
.,.,O
no,DT,O
one,NN,O
else,RB,O
have,VBD,O
the,DT,O
handling,NN,O
of,IN,O
they,PRP,O
.,.,O
"""",``,O
"""",``,O
who,WP,O
lock,VBD,O
up,RP,O
the,DT,O
plan,NNS,O
that,DT,O
night,NN,O
?,.,O
"""",``,O
"""",``,O
Mr.,NNP,PERSON
Sidney,NNP,PERSON
Johnson,NNP,PERSON
",",",",O
the,DT,O
senior,JJ,O
clerk,NN,O
.,.,O
"""",``,O
"""",``,O
well,UH,O
",",",",O
it,PRP,O
be,VBZ,O
surely,RB,O
perfectly,RB,O
clear,JJ,O
who,WP,O
take,VBD,O
they,PRP,O
away,RB,O
.,.,O
they,PRP,O
be,VBP,O
actually,RB,O
find,VBN,O
upon,IN,O
the,DT,O
person,NN,O
of,IN,O
this,DT,O
junior,JJ,O
clerk,NN,O
",",",",O
Cadogan,NNP,PERSON
West,NNP,PERSON
.,.,O
that,DT,O
seem,VBZ,O
final,JJ,O
",",",",O
do,VBZ,O
it,PRP,O
not,RB,O
?,.,O
"""",``,O
"""",``,O
it,PRP,O
do,VBZ,O
",",",",O
Sherlock,NNP,PERSON
",",",",O
and,CC,O
yet,CC,O
it,PRP,O
leave,VBZ,O
so,RB,O
much,JJ,O
unexplained,JJ,O
.,.,O
in,IN,O
the,DT,O
first,JJ,O
place,NN,O
",",",",O
why,WRB,O
do,VBD,O
he,PRP,O
take,VB,O
they,PRP,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
presume,VBP,O
they,PRP,O
be,VBD,O
of,IN,O
value,NN,O
?,.,O
"""",``,O
"""",``,O
he,PRP,O
could,MD,O
have,VB,O
get,VBN,O
several,JJ,O
thousand,NNS,O
for,IN,O
they,PRP,O
very,RB,O
easily,RB,O
.,.,O
"""",``,O
"""",``,O
can,MD,O
you,PRP,O
suggest,VB,O
any,DT,O
possible,JJ,O
motive,NN,O
for,IN,O
take,VBG,O
the,DT,O
papers,NNS,O
to,IN,O
London,NNP,LOCATION
except,IN,O
to,TO,O
sell,VB,O
they,PRP,O
?,.,O
"""",``,O
"""",``,O
no,UH,O
",",",",O
I,PRP,O
can,MD,O
not,RB,O
.,.,O
"""",``,O
"""",``,O
then,RB,O
we,PRP,O
must,MD,O
take,VB,O
that,DT,O
as,IN,O
we,PRP$,O
work,VBG,O
hypothesis,NN,O
.,.,O
Young,NNP,PERSON
West,NNP,PERSON
take,VBD,O
the,DT,O
papers,NNS,O
.,.,O
now,RB,O
this,DT,O
could,MD,O
only,RB,O
be,VB,O
do,VBN,O
by,IN,O
have,VBG,O
a,DT,O
false,JJ,O
key,NN,O
--,:,O
"""",``,O
"""",``,O
several,JJ,O
false,JJ,O
key,NNS,O
.,.,O
he,PRP,O
have,VBD,O
to,TO,O
open,VB,O
the,DT,O
building,NN,O
and,CC,O
the,DT,O
room,NN,O
.,.,O
"""",``,O
"""",``,O
he,PRP,O
have,VBD,O
",",",",O
then,RB,O
",",",",O
several,JJ,O
false,JJ,O
key,NNS,O
.,.,O
he,PRP,O
take,VBD,O
the,DT,O
papers,NNS,O
to,IN,O
London,NNP,LOCATION
to,TO,O
sell,VB,O
the,DT,O
secret,NN,O
",",",",O
intend,VBG,O
",",",",O
no,RB,O
doubt,RB,O
",",",",O
to,TO,O
have,VB,O
the,DT,O
plan,NNS,O
themselves,PRP,O
back,RB,O
in,IN,O
the,DT,O
safe,JJ,O
next,JJ,O
morning,NN,O
before,IN,O
they,PRP,O
be,VBD,O
miss,VBN,O
.,.,O
while,IN,O
in,IN,O
London,NNP,LOCATION
on,IN,O
this,DT,O
treasonable,JJ,O
mission,NN,O
he,PRP,O
meet,VBD,O
he,PRP$,O
end,NN,O
.,.,O
"""",``,O
"""",``,O
how,WRB,O
?,.,O
"""",``,O
"""",``,O
we,PRP,O
will,MD,O
suppose,VB,O
that,IN,O
he,PRP,O
be,VBD,O
travel,VBG,O
back,RB,O
to,IN,O
Woolwich,NNP,ORGANIZATION
when,WRB,O
he,PRP,O
be,VBD,O
kill,VBN,O
and,CC,O
throw,VBN,O
out,IN,O
of,IN,O
the,DT,O
compartment,NN,O
.,.,O
"""",``,O
"""",``,O
Aldgate,NNP,LOCATION
",",",",O
where,WRB,O
the,DT,O
body,NN,O
be,VBD,O
find,VBN,O
",",",",O
be,VBZ,O
considerably,RB,O
past,IN,O
the,DT,O
station,NN,O
London,NNP,LOCATION
Bridge,NNP,LOCATION
",",",",O
which,WDT,O
would,MD,O
be,VB,O
he,PRP$,O
route,NN,O
to,IN,O
Woolwich,NNP,ORGANIZATION
.,.,O
"""",``,O
"""",``,O
many,JJ,O
circumstance,NNS,O
could,MD,O
be,VB,O
imagine,VBN,O
under,IN,O
which,WDT,O
he,PRP,O
would,MD,O
pass,VB,O
London,NNP,LOCATION
Bridge,NNP,LOCATION
.,.,O
there,EX,O
be,VBD,O
someone,NN,O
in,IN,O
the,DT,O
carriage,NN,O
",",",",O
for,IN,O
example,NN,O
",",",",O
with,IN,O
whom,WP,O
he,PRP,O
be,VBD,O
have,VBG,O
a,DT,O
absorbing,JJ,O
interview,NN,O
.,.,O
this,DT,O
interview,NN,O
lead,VBD,O
to,IN,O
a,DT,O
violent,JJ,O
scene,NN,O
in,IN,O
which,WDT,O
he,PRP,O
lose,VBD,O
he,PRP$,O
life,NN,O
.,.,O
possibly,RB,O
he,PRP,O
try,VBD,O
to,TO,O
leave,VB,O
the,DT,O
carriage,NN,O
",",",",O
fall,VBD,O
out,RP,O
on,IN,O
the,DT,O
line,NN,O
",",",",O
and,CC,O
so,RB,O
meet,VBD,O
he,PRP$,O
end,NN,O
.,.,O
the,DT,O
other,JJ,O
