lemma,pos,ner
",",",",O
and,CC,O
I,PRP,O
know,VBD,O
nothing,NN,O
more,JJR,O
until,IN,O
I,PRP,O
read,VBP,O
of,IN,O
this,DT,O
horrible,JJ,O
affair,NN,O
in,IN,O
the,DT,O
morning,NN,TIME
.,.,O
"""",``,O
"""",``,O
anything,NN,O
more,RBR,O
that,IN,O
you,PRP,O
would,MD,O
like,VB,O
to,TO,O
ask,VB,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
?,.,O
"""",``,O
say,VBD,O
Lestrade,NNP,PERSON
",",",",O
whose,WP$,O
eyebrow,NNS,O
have,VBD,O
go,VBN,O
up,RB,O
once,RB,O
or,CC,O
twice,RB,O
during,IN,O
this,DT,O
remarkable,JJ,O
explanation,NN,O
.,.,O
"""",'',O
not,RB,O
until,IN,O
I,PRP,O
have,VBP,O
be,VBN,O
to,IN,O
Blackheath,NNP,O
.,.,O
"""",``,O
"""",``,O
you,PRP,O
mean,VBP,O
to,IN,O
Norwood,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",'',O
oh,UH,O
",",",",O
yes,UH,O
;,:,O
no,DT,O
doubt,NN,O
that,WDT,O
be,VBZ,O
what,WP,O
I,PRP,O
must,MD,O
have,VB,O
mean,VBN,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
",",",",O
with,IN,O
he,PRP$,O
enigmatical,JJ,O
smile,NN,O
.,.,O
Lestrade,NNP,PERSON
have,VBD,O
learn,VBN,O
by,IN,O
more,JJR,O
experience,NNS,O
than,IN,O
he,PRP,O
would,MD,O
care,VB,O
to,IN,O
acknowledge,VB,O
that,IN,O
that,DT,O
razor,NN,O
-,HYPH,O
like,JJ,O
brain,NN,O
could,MD,O
cut,VB,O
through,IN,O
that,DT,O
which,WDT,O
be,VBD,O
impenetrable,JJ,O
to,IN,O
he,PRP,O
.,.,O
I,PRP,O
see,VBD,O
he,PRP,O
look,VB,O
curiously,RB,O
at,IN,O
my,PRP$,O
companion,NN,O
.,.,O
"""",``,O
I,PRP,O
think,VBP,O
I,PRP,O
should,MD,O
like,VB,O
to,TO,O
have,VB,O
a,DT,O
word,NN,O
with,IN,O
you,PRP,O
presently,RB,O
",",",",O
Mr.,NNP,PERSON
Sherlock,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
now,RB,O
",",",",O
Mr.,NNP,PERSON
McFarlane,NNP,PERSON
",",",",O
two,CD,O
of,IN,O
my,PRP$,O
constable,NNS,O
be,VBP,O
at,IN,O
the,DT,O
door,NN,O
and,CC,O
there,EX,O
be,VBZ,O
a,DT,O
four,CD,O
-,HYPH,O
wheeler,NN,O
waiting,NN,O
.,.,O
"""",'',O
the,DT,O
wretched,JJ,O
young,JJ,O
man,NN,O
arise,VBD,O
",",",",O
and,CC,O
with,IN,O
a,DT,O
last,JJ,O
beseech,VBG,O
glance,NN,O
at,IN,O
we,PRP,O
walk,VBD,O
from,IN,O
the,DT,O
room,NN,O
.,.,O
the,DT,O
officer,NNS,O
conduct,VBD,O
he,PRP,O
to,IN,O
the,DT,O
cab,NN,O
",",",",O
but,CC,O
Lestrade,NNP,PERSON
remain,VBD,O
.,.,O
Holmes,NNP,PERSON
have,VBD,O
pick,VBN,O
up,RP,O
the,DT,O
page,NNS,O
which,WDT,O
form,VBD,O
the,DT,O
rough,JJ,O
draft,NN,O
of,IN,O
the,DT,O
will,NN,O
",",",",O
and,CC,O
be,VBD,O
look,VBG,O
at,IN,O
they,PRP,O
with,IN,O
the,DT,O
keenest,JJS,O
interest,NN,O
upon,IN,O
he,PRP$,O
face,NN,O
.,.,O
"""",``,O
there,EX,O
be,VBP,O
some,DT,O
point,NNS,O
about,IN,O
that,DT,O
document,NN,O
",",",",O
Lestrade,NNP,PERSON
",",",",O
be,VBP,O
there,EX,O
not,RB,O
?,.,O
"""",'',O
say,VBD,O
he,PRP,O
",",",",O
push,VBG,O
they,PRP,O
over,RP,O
.,.,O
the,DT,O
official,NN,O
look,VBD,O
at,IN,O
they,PRP,O
with,IN,O
a,DT,O
puzzled,JJ,O
expression,NN,O
.,.,O
"""",``,O
I,PRP,O
can,MD,O
read,VB,O
the,DT,O
first,JJ,O
few,JJ,O
line,NNS,O
",",",",O
and,CC,O
these,DT,O
in,IN,O
the,DT,O
middle,NN,O
of,IN,O
the,DT,O
second,JJ,O
page,NN,O
",",",",O
and,CC,O
one,CD,O
or,CC,O
two,CD,O
at,IN,O
the,DT,O
end,NN,O
.,.,O
those,DT,O
be,VBP,O
as,RB,O
clear,JJ,O
as,IN,O
print,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
;,:,O
"""",``,O
but,CC,O
the,DT,O
writing,NN,O
in,IN,O
between,NN,O
be,VBZ,O
very,RB,O
bad,JJ,O
",",",",O
and,CC,O
there,EX,O
be,VBP,O
three,CD,O
place,NNS,O
where,WRB,O
I,PRP,O
can,MD,O
not,RB,O
read,VB,O
it,PRP,O
at,IN,O
all,DT,O
.,.,O
"""",``,O
"""",``,O
what,WP,O
do,VBP,O
you,PRP,O
make,VB,O
of,IN,O
that,DT,O
?,.,O
"""",``,O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
well,UH,O
",",",",O
what,WP,O
do,VBP,O
you,PRP,O
make,VB,O
of,IN,O
it,PRP,O
?,.,O
"""",``,O
"""",``,O
that,IN,O
it,PRP,O
be,VBD,O
write,VBN,O
in,IN,O
a,DT,O
train,NN,O
;,:,O
the,DT,O
good,JJ,O
writing,NN,O
represent,VBZ,O
station,NNS,O
",",",",O
the,DT,O
bad,JJ,O
writing,NN,O
movement,NN,O
",",",",O
and,CC,O
the,DT,O
very,RB,O
bad,JJ,O
writing,NN,O
pass,VBG,O
over,RP,O
point,NNS,O
.,.,O
a,DT,O
scientific,JJ,O
expert,NN,O
would,MD,O
pronounce,VB,O
at,IN,O
once,RB,O
that,IN,O
this,DT,O
be,VBD,O
draw,VBN,O
up,RP,O
on,IN,O
a,DT,O
suburban,JJ,O
line,NN,O
",",",",O
since,IN,O
nowhere,RB,O
save,VB,O
in,IN,O
the,DT,O
immediate,JJ,O
vicinity,NN,O
of,IN,O
a,DT,O
great,JJ,O
city,NN,O
could,MD,O
there,RB,O
be,VB,O
so,RB,O
quick,RB,O
a,DT,O
succession,NN,O
of,IN,O
point,NNS,O
.,.,O
grant,VBG,O
that,IN,O
he,PRP$,O
whole,JJ,O
journey,NN,O
be,VBD,O
occupy,VBN,O
in,IN,O
draw,VBG,O
up,RP,O
the,DT,O
will,NN,O
",",",",O
then,RB,O
the,DT,O
train,NN,O
be,VBD,O
a,DT,O
express,JJ,O
",",",",O
only,RB,O
stop,VBG,O
once,RB,O
between,IN,O
Norwood,NNP,LOCATION
and,CC,O
London,NNP,LOCATION
Bridge,NNP,LOCATION
.,.,O
"""",``,O
Lestrade,NNP,PERSON
begin,VBD,O
to,TO,O
laugh,VB,O
.,.,O
"""",'',O
you,PRP,O
be,VBP,O
too,RB,O
many,JJ,O
for,IN,O
I,PRP,O
when,WRB,O
you,PRP,O
begin,VBP,O
to,TO,O
get,VB,O
on,IN,O
you,PRP$,O
theory,NNS,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",'',O
how,WRB,O
do,VBZ,O
this,DT,O
bear,NN,O
on,IN,O
the,DT,O
case,NN,O
?,.,O
"""",``,O
"""",``,O
well,UH,O
",",",",O
it,PRP,O
corroborate,VBZ,O
the,DT,O
young,JJ,O
man,NN,O
's,POS,O
story,NN,O
to,IN,O
the,DT,O
extent,NN,O
that,IN,O
the,DT,O
will,NN,O
be,VBD,O
draw,VBN,O
up,RP,O
by,IN,O
Jonas,NNP,PERSON
Oldacre,NNP,PERSON
in,IN,O
he,PRP$,O
journey,NN,O
yesterday,NN,O
.,.,O
it,PRP,O
be,VBZ,O
curious,JJ,O
--,:,O
be,VBZ,O
it,PRP,O
not,RB,O
?,.,O
--,:,O
that,IN,O
a,DT,O
man,NN,O
should,MD,O
draw,VB,O
up,RP,O
so,RB,O
important,JJ,O
a,DT,O
document,NN,O
in,IN,O
so,CC,O
haphazard,JJ,O
a,DT,O
fashion,NN,O
.,.,O
it,PRP,O
suggest,VBZ,O
that,IN,O
he,PRP,O
do,VBD,O
not,RB,O
think,VB,O
it,PRP,O
be,VBD,O
go,VBG,O
to,TO,O
be,VB,O
of,IN,O
much,JJ,O
practical,JJ,O
importance,NN,O
.,.,O
if,IN,O
a,DT,O
man,NN,O
draw,VBD,O
up,RP,O
a,DT,O
will,MD,O
which,WDT,O
he,PRP,O
do,VBD,O
not,RB,O
intend,VB,O
ever,RB,O
to,TO,O
be,VB,O
effective,JJ,O
he,PRP,O
might,MD,O
do,VB,O
it,PRP,O
so,RB,O
.,.,O
"""",``,O
"""",``,O
well,UH,O
",",",",O
he,PRP,O
draw,VBD,O
up,RP,O
he,PRP$,O
own,JJ,O
death,NN,O
-,HYPH,O
warrant,NN,O
at,IN,O
the,DT,O
same,JJ,O
time,NN,O
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",'',O
oh,UH,O
",",",",O
you,PRP,O
think,VBP,O
so,RB,O
?,.,O
"""",``,O
"""",``,O
do,VB,O
not,RB,O
you,PRP,O
?,.,O
"""",``,O
"""",``,O
well,UH,O
",",",",O
it,PRP,O
be,VBZ,O
quite,RB,O
possible,JJ,O
;,:,O
but,CC,O
the,DT,O
case,NN,O
be,VBZ,O
not,RB,O
clear,JJ,O
to,IN,O
I,PRP,O
yet,RB,O
.,.,O
"""",``,O
"""",``,O
not,RB,O
clear,JJ,O
?,.,O
well,UH,O
",",",",O
if,IN,O
that,DT,O
be,VBZ,O
not,RB,O
clear,JJ,O
",",",",O
what,WP,O
could,MD,O
be,VB,O
clear,JJ,O
?,.,O
here,RB,O
be,VBZ,O
a,DT,O
young,JJ,O
man,NN,O
who,WP,O
learn,VBZ,O
suddenly,RB,O
that,IN,O
if,IN,O
a,DT,O
certain,JJ,O
older,JJR,O
man,NN,O
die,VBZ,O
he,PRP,O
will,MD,O
succeed,VB,O
to,IN,O
a,DT,O
fortune,NN,O
.,.,O
what,WP,O
do,VBZ,O
he,PRP,O
do,VB,O
?,.,O
he,PRP,O
say,VBZ,O
nothing,NN,O
to,IN,O
anyone,NN,O
",",",",O
but,CC,O
he,PRP,O
arrange,VBZ,O
that,IN,O
he,PRP,O
shall,MD,O
go,VB,O
out,RP,O
on,IN,O
some,DT,O
pretext,NN,O
to,TO,O
see,VB,O
he,PRP$,O
client,NN,O
that,DT,O
night,NN,O
;,:,O
he,PRP,O
wait,VBZ,O
until,IN,O
the,DT,O
only,JJ,O
other,JJ,O
person,NN,O
in,IN,O
the,DT,O
house,NN,O
be,VBZ,O
in,IN,O
bed,NN,O
",",",",O
and,CC,O
then,RB,O
in,IN,O
the,DT,O
solitude,NN,O
of,IN,O
a,DT,O
man,NN,O
's,POS,O
room,NN,O
he,PRP,O
murder,NNS,O
he,PRP,O
",",",",O
burn,VBZ,O
he,PRP$,O
body,NN,O
in,IN,O
the,DT,O
wood,NN,O
-,HYPH,O
pile,NN,O
",",",",O
and,CC,O
depart,VBZ,O
to,IN,O
a,DT,O
neighbour,VBG,O
hotel,NN,O
.,.,O
the,DT,O
blood,NN,O
-,HYPH,O
stain,NNS,O
in,IN,O
the,DT,O
room,NN,O
and,CC,O
also,RB,O
on,IN,O
the,DT,O
stick,NN,O
be,VBP,O
very,RB,O
slight,JJ,O
.,.,O
it,PRP,O
be,VBZ,O
probable,JJ,O
that,IN,O
he,PRP,O
imagine,VBD,O
he,PRP$,O
crime,NN,O
to,TO,O
be,VB,O
a,DT,O
bloodless,JJ,O
one,CD,O
",",",",O
and,CC,O
hope,VBD,O
that,IN,O
if,IN,O
the,DT,O
body,NN,O
be,VBD,O
consume,VBN,O
it,PRP,O
would,MD,O
hide,VB,O
all,DT,O
trace,NNS,O
of,IN,O
the,DT,O
method,NN,O
of,IN,O
he,PRP$,O
death,NN,O
--,:,O
trace,NNS,O
which,WDT,O
for,IN,O
some,DT,O
reason,NN,O
must,MD,O
have,VB,O
point,VBN,O
to,IN,O
he,PRP,O
.,.,O
be,VBZ,O
all,DT,O
this,DT,O
not,RB,O
obvious,JJ,O
?,.,O
"""",``,O
"""",``,O
it,PRP,O
strike,VBZ,O
I,PRP,O
",",",",O
my,PRP$,O
good,JJ,O
Lestrade,NNP,PERSON
",",",",O
as,IN,O
be,VBG,O
just,RB,O
a,DT,O
trifle,RB,O
too,RB,O
obvious,JJ,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
you,PRP,O
do,VBP,O
not,RB,O
add,VB,O
imagination,NN,O
to,IN,O
you,PRP$,O
other,JJ,O
great,JJ,O
quality,NNS,O
;,:,O
but,CC,O
if,IN,O
you,PRP,O
could,MD,O
for,IN,O
one,CD,O
moment,NN,O
put,VB,O
yourself,PRP,O
in,IN,O
the,DT,O
place,NN,O
of,IN,O
this,DT,O
young,JJ,O
man,NN,O
",",",",O
would,MD,O
you,PRP,O
choose,VB,O
the,DT,O
very,JJ,O
night,NN,O
after,IN,O
the,DT,O
will,NN,O
have,VBD,O
be,VBN,O
make,VBN,O
to,TO,O
commit,VB,O
you,PRP$,O
crime,NN,O
?,.,O
would,MD,O
it,PRP,O
not,RB,O
seem,VB,O
dangerous,JJ,O
to,IN,O
you,PRP,O
to,TO,O
make,VB,O
so,RB,O
very,RB,O
close,RB,O
a,DT,O
relation,NN,O
between,IN,O
the,DT,O
two,CD,O
incident,NNS,O
?,.,O
again,RB,O
",",",",O
would,MD,O
you,PRP,O
choose,VB,O
a,DT,O
occasion,NN,O
when,WRB,O
you,PRP,O
be,VBP,O
know,VBN,O
to,TO,O
be,VB,O
in,IN,O
the,DT,O
house,NN,O
",",",",O
when,WRB,O
a,DT,O
servant,NN,O
have,VBZ,O
let,VBN,O
you,PRP,O
in,IN,O
?,.,O
and,CC,O
",",",",O
finally,RB,O
",",",",O
would,MD,O
you,PRP,O
take,VB,O
the,DT,O
great,JJ,O
pain,NNS,O
to,TO,O
conceal,VB,O
the,DT,O
body,NN,O
and,CC,O
yet,RB,O
leave,VB,O
you,PRP$,O
own,JJ,O
stick,NN,O
as,IN,O
a,DT,O
sign,NN,O
that,IN,O
you,PRP,O
be,VBD,O
the,DT,O
criminal,JJ,O
?,.,O
confess,VB,O
",",",",O
Lestrade,NNP,PERSON
",",",",O
that,IN,O
all,PDT,O
this,DT,O
be,VBZ,O
very,RB,O
unlikely,JJ,O
.,.,O
"""",``,O
"""",``,O
as,IN,O
to,IN,O
the,DT,O
stick,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
you,PRP,O
know,VBP,O
as,RB,O
well,RB,O
as,IN,O
I,PRP,O
do,VBP,O
that,DT,O
a,DT,O
criminal,NN,O
be,VBZ,O
often,RB,O
flurried,JJ,O
and,CC,O
do,VBZ,O
thing,NNS,O
which,WDT,O
a,DT,O
cool,JJ,O
man,NN,O
would,MD,O
avoid,VB,O
.,.,O
he,PRP,O
be,VBD,O
very,RB,O
likely,RB,O
afraid,JJ,O
to,TO,O
go,VB,O
back,RB,O
to,IN,O
the,DT,O
room,NN,O
.,.,O
give,VB,O
I,PRP,O
another,DT,O
theory,NN,O
that,WDT,O
would,MD,O
fit,VB,O
the,DT,O
fact,NNS,O
.,.,O
"""",``,O
"""",``,O
I,PRP,O
could,MD,O
very,RB,O
easily,RB,O
give,VB,O
you,PRP,O
half,JJ,O
-,HYPH,O
a-dozen,NN,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
here,RB,O
",",",",O
for,IN,O
example,NN,O
",",",",O
be,VBZ,O
a,DT,O
very,RB,O
possible,JJ,O
and,CC,O
even,RB,O
probable,JJ,O
one,NN,O
.,.,O
I,PRP,O
make,VBP,O
you,PRP,O
a,DT,O
free,JJ,O
present,NN,O
of,IN,O
it,PRP,O
.,.,O
the,DT,O
older,JJR,O
man,NN,O
be,VBZ,O
show,VBG,O
document,NNS,O
which,WDT,O
be,VBP,O
of,IN,O
evident,JJ,O
value,NN,O
.,.,O
a,DT,O
pass,VBG,O
tramp,NN,O
see,VBZ,O
they,PRP,O
through,IN,O
the,DT,O
window,NN,O
",",",",O
the,DT,O
blind,NN,O
of,IN,O
which,WDT,O
be,VBZ,O
only,RB,O
half,RB,O
down,RB,O
.,.,O
exit,NN,O
the,DT,O
solicitor,NN,O
.,.,O
enter,VB,O
the,DT,O
tramp,NN,O
!,.,O
he,PRP,O
seize,VBZ,O
a,DT,O
stick,NN,O
",",",",O
which,WDT,O
he,PRP,O
observe,VBZ,O
there,RB,O
",",",",O
kill,VBZ,O
Oldacre,NNP,O
",",",",O
and,CC,O
depart,VBZ,O
after,IN,O
burn,VBG,O
the,DT,O
body,NN,O
.,.,O
"""",``,O
"""",``,O
why,WRB,O
should,MD,O
the,DT,O
tramp,NN,O
burn,VB,O
the,DT,O
body,NN,O
?,.,O
"""",``,O
"""",``,O
for,IN,O
the,DT,O
matter,NN,O
of,IN,O
that,DT,O
why,WRB,O
should,MD,O
McFarlane,NNP,PERSON
?,.,O
"""",``,O
"""",``,O
to,TO,O
hide,VB,O
some,DT,O
evidence,NN,O
.,.,O
"""",``,O
"""",``,O
possibly,RB,O
the,DT,O
tramp,NN,O
want,VBD,O
to,TO,O
hide,VB,O
that,IN,O
any,DT,O
murder,NN,O
at,IN,O
all,DT,O
have,VBD,O
be,VBN,O
commit,VBN,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
why,WRB,O
do,VBD,O
the,DT,O
tramp,NN,O
take,VB,O
nothing,NN,O
?,.,O
"""",``,O
"""",``,O
because,IN,O
they,PRP,O
be,VBD,O
papers,NNS,O
that,IN,O
he,PRP,O
could,MD,O
not,RB,O
negotiate,VB,O
.,.,O
"""",``,O
Lestrade,NNP,PERSON
shake,VBD,O
he,PRP$,O
head,NN,O
",",",",O
though,IN,O
it,PRP,O
seem,VBD,O
to,IN,O
I,PRP,O
that,IN,O
he,PRP$,O
manner,NN,O
be,VBD,O
less,RBR,O
absolutely,RB,O
assure,VBN,O
than,IN,O
before,RB,O
.,.,O
"""",'',O
well,UH,O
",",",",O
Mr.,NNP,PERSON
Sherlock,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
you,PRP,O
may,MD,O
look,VB,O
for,IN,O
you,PRP$,O
tramp,NN,O
",",",",O
and,CC,O
while,IN,O
you,PRP,O
be,VBP,O
find,VBG,O
he,PRP,O
we,PRP,O
will,MD,O
hold,VB,O
on,RP,O
to,IN,O
we,PRP$,O
man,NN,O
.,.,O
the,DT,O
future,NN,O
will,MD,O
show,VB,O
which,WDT,O
be,VBZ,O
right,JJ,O
.,.,O
just,RB,O
notice,VB,O
this,DT,O
point,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
:,:,O
that,IN,O
so,RB,O
far,RB,O
as,IN,O
we,PRP,O
know,VBP,O
none,NN,O
of,IN,O
the,DT,O
papers,NNS,O
be,VBD,O
remove,VBN,O
",",",",O
and,CC,O
that,IN,O
the,DT,O
prisoner,NN,O
be,VBZ,O
the,DT,O
one,CD,O
man,NN,O
in,IN,O
the,DT,O
world,NN,O
who,WP,O
have,VBD,O
no,DT,O
reason,NN,O
for,IN,O
remove,VBG,O
they,PRP,O
",",",",O
since,IN,O
he,PRP,O
be,VBD,O
heir,NN,O
-,HYPH,O
at,NN,O
-,HYPH,O
law,NN,O
and,CC,O
would,MD,O
come,VB,O
into,IN,O
they,PRP,O
in,IN,O
any,DT,O
case,NN,O
.,.,O
"""",``,O
my,PRP$,O
friend,NN,O
seem,VBD,O
strike,VBN,O
by,IN,O
this,DT,O
remark,NN,O
.,.,O
"""",'',O
I,PRP,O
do,VBP,O
not,RB,O
mean,VB,O
to,TO,O
deny,VB,O
that,IN,O
the,DT,O
evidence,NN,O
be,VBZ,O
in,IN,O
some,DT,O
way,NNS,O
very,RB,O
strongly,RB,O
in,IN,O
favour,NN,O
of,IN,O
you,PRP$,O
theory,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",'',O
I,PRP,O
only,RB,O
wish,VBP,O
to,TO,O
point,VB,O
out,RP,O
that,IN,O
there,EX,O
be,VBP,O
other,JJ,O
theory,NNS,O
possible,JJ,O
.,.,O
as,IN,O
you,PRP,O
say,VBP,O
",",",",O
the,DT,O
future,NN,O
will,MD,O
decide,VB,O
.,.,O
good,JJ,O
morning,NN,O
!,.,O
I,PRP,O
dare,MD,O
say,VB,O
that,IN,O
in,IN,O
the,DT,O
course,NN,O
of,IN,O
the,DT,O
day,NN,O
I,PRP,O
shall,MD,O
drop,VB,O
in,IN,O
at,IN,O
Norwood,NNP,LOCATION
and,CC,O
see,VB,O
how,WRB,O
you,PRP,O
be,VBP,O
get,VBG,O
on,IN,O
.,.,O
"""",``,O
when,WRB,O
the,DT,O
detective,NN,O
depart,VBD,O
my,PRP$,O
friend,NN,O
rise,VBD,O
and,CC,O
make,VBD,O
he,PRP$,O
preparation,NNS,O
for,IN,O
the,DT,O
day,NN,O
's,POS,O
work,NN,O
with,IN,O
the,DT,O
alert,JJ,O
air,NN,O
of,IN,O
a,DT,O
man,NN,O
who,WP,O
have,VBZ,O
a,DT,O
congenial,JJ,O
task,NN,O
before,IN,O
he,PRP,O
.,.,O
"""",'',O
my,PRP$,O
first,JJ,O
movement,NN,O
",",",",O
Watson,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
",",",",O
as,IN,O
he,PRP,O
bustle,VBD,O
into,IN,O
he,PRP$,O
frock,NN,O
-,HYPH,O
coat,NN,O
",",",",O
"""",'',O
must,MD,O
",",",",O
as,IN,O
I,PRP,O
say,VBD,O
",",",",O
be,VB,O
in,IN,O
the,DT,O
direction,NN,O
of,IN,O
Blackheath,NNP,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
why,WRB,O
not,RB,O
Norwood,NNP,PERSON
?,.,O
"""",``,O
"""",``,O
because,IN,O
we,PRP,O
have,VBP,O
in,IN,O
this,DT,O
case,NN,O
one,CD,O
singular,JJ,O
incident,NN,O
come,VBG,O
close,RB,O
to,IN,O
the,DT,O
heel,NNS,O
of,IN,O
another,DT,O
singular,JJ,O
incident,NN,O
.,.,O
the,DT,O
police,NNS,O
be,VBP,O
make,VBG,O
the,DT,O
mistake,NN,O
of,IN,O
concentrate,VBG,O
they,PRP$,O
attention,NN,O
upon,IN,O
the,DT,O
second,JJ,O
",",",",O
because,IN,O
it,PRP,O
happen,VBZ,O
to,TO,O
be,VB,O
the,DT,O
one,NN,O
which,WDT,O
be,VBZ,O
actually,RB,O
criminal,JJ,O
.,.,O
but,CC,O
it,PRP,O
be,VBZ,O
evident,JJ,O
to,IN,O
I,PRP,O
that,IN,O
the,DT,O
logical,JJ,O
way,NN,O
to,IN,O
approach,NN,O
the,DT,O
case,NN,O
be,VBZ,O
to,TO,O
begin,VB,O
by,IN,O
try,VBG,O
to,TO,O
throw,VB,O
some,DT,O
light,NN,O
upon,IN,O
the,DT,O
first,JJ,O
incident,NN,O
--,:,O
the,DT,O
curious,JJ,O
will,NN,O
",",",",O
so,RB,O
suddenly,RB,O
make,VBN,O
",",",",O
and,CC,O
to,IN,O
so,RB,O
unexpected,JJ,O
a,DT,O
heir,NN,O
.,.,O
it,PRP,O
may,MD,O
do,VB,O
something,NN,O
to,TO,O
simplify,VB,O
what,WP,O
follow,VBD,O
.,.,O
no,UH,O
",",",",O
my,PRP$,O
dear,JJ,O
fellow,NN,O
",",",",O
I,PRP,O
do,VBP,O
not,RB,O
think,VB,O
you,PRP,O
can,MD,O
help,VB,O
I,PRP,O
.,.,O
there,EX,O
be,VBZ,O
no,DT,O
prospect,NN,O
of,IN,O
danger,NN,O
",",",",O
or,CC,O
I,PRP,O
should,MD,O
not,RB,O
dream,VB,O
of,IN,O
stir,VBG,O
out,RP,O
without,IN,O
you,PRP,O
.,.,O
I,PRP,O
trust,VBP,O
that,IN,O
when,WRB,O
I,PRP,O
see,VBP,O
you,PRP,O
in,IN,O
the,DT,O
evening,NN,O
I,PRP,O
will,MD,O
be,VB,O
able,JJ,O
to,TO,O
report,VB,O
that,IN,O
I,PRP,O
have,VBP,O
be,VBN,O
able,JJ,O
to,TO,O
do,VB,O
something,NN,O
for,IN,O
this,DT,O
unfortunate,JJ,O
youngster,NN,O
who,WP,O
have,VBZ,O
throw,VBN,O
himself,PRP,O
upon,IN,O
my,PRP$,O
protection,NN,O
.,.,O
"""",``,O
it,PRP,O
be,VBD,O
late,RB,O
when,WRB,O
my,PRP$,O
friend,NN,O
return,VBD,O
",",",",O
and,CC,O
I,PRP,O
could,MD,O
see,VB,O
by,IN,O
a,DT,O
glance,NN,O
at,IN,O
he,PRP$,O
haggard,JJ,O
and,CC,O
anxious,JJ,O
face,NN,O
that,IN,O
the,DT,O
high,JJ,O
hope,NNS,O
with,IN,O
which,WDT,O
he,PRP,O
have,VBD,O
start,VBN,O
have,VBD,O
not,RB,O
be,VBN,O
fulfil,VBN,O
.,.,O
for,IN,O
a,DT,O
hour,NN,O
he,PRP,O
drone,VBD,O
away,RB,O
upon,IN,O
he,PRP$,O
violin,NN,O
",",",",O
endeavour,VBG,O
to,TO,O
soothe,VB,O
he,PRP$,O
own,JJ,O
ruffle,VBN,O
spirit,NNS,O
.,.,O
at,IN,O
last,RB,O
he,PRP,O
fling,VBD,O
down,RP,O
the,DT,O
instrument,NN,O
and,CC,O
plunge,VBD,O
into,IN,O
a,DT,O
detailed,JJ,O
account,NN,O
of,IN,O
he,PRP$,O
misadventure,NNS,O
.,.,O
"""",``,O
it,PRP,O
be,VBZ,O
all,DT,O
go,VBG,O
wrong,RB,O
",",",",O
Watson,NNP,PERSON
--,:,O
all,DT,O
as,IN,O
wrong,JJ,O
as,IN,O
it,PRP,O
can,MD,O
go,VB,O
.,.,O
I,PRP,O
keep,VBD,O
a,DT,O
bold,JJ,O
face,NN,O
before,IN,O
Lestrade,NNP,PERSON
",",",",O
but,CC,O
",",",",O
upon,IN,O
my,PRP$,O
soul,NN,O
",",",",O
I,PRP,O
believe,VBP,O
that,IN,O
for,IN,O
once,RB,O
the,DT,O
fellow,NN,O
be,VBZ,O
on,IN,O
the,DT,O
right,JJ,O
track,NN,O
and,CC,O
we,PRP,O
be,VBP,O
on,IN,O
the,DT,O
wrong,NN,O
.,.,O
all,PDT,O
my,PRP$,O
instinct,NNS,O
be,VBP,O
one,CD,O
way,NN,O
and,CC,O
all,PDT,O
the,DT,O
fact,NNS,O
be,VBP,O
the,DT,O
other,JJ,O
",",",",O
and,CC,O
I,PRP,O
much,RB,O
fear,VBP,O
that,IN,O
british,JJ,MISC
jury,NNS,O
have,VBP,O
not,RB,O
yet,RB,O
attain,VBN,O
that,IN,O
pitch,NN,O
of,IN,O
intelligence,NN,O
when,WRB,O
they,PRP,O
will,MD,O
give,VB,O
the,DT,O
preference,NN,O
to,IN,O
my,PRP$,O
theory,NNS,O
over,IN,O
Lestrade,NNP,PERSON
's,POS,O
fact,NNS,O
.,.,O
"""",``,O
"""",``,O
do,VBD,O
you,PRP,O
go,VB,O
to,IN,O
Blackheath,NNP,PERSON
?,.,O
"""",``,O
"""",``,O
yes,UH,O
",",",",O
Watson,NNP,PERSON
",",",",O
I,PRP,O
go,VBD,O
there,RB,O
",",",",O
and,CC,O
I,PRP,O
find,VBD,O
very,RB,O
quickly,RB,O
that,IN,O
the,DT,O
