lemma,pos,ner
.,.,O
"""",``,O
what,WP,O
do,VBP,O
you,PRP,O
think,VB,O
of,IN,O
this,DT,O
",",",",O
Watson,NNP,PERSON
?,.,O
"""",'',O
he,PRP,O
ask,VBD,O
",",",",O
toss,VBG,O
it,PRP,O
across,IN,O
.,.,O
it,PRP,O
be,VBD,O
from,IN,O
Norwood,NNP,LOCATION
",",",",O
and,CC,O
run,VBD,O
as,IN,O
follow,VBZ,O
:,:,O
"""",``,O
important,JJ,O
fresh,JJ,O
evidence,NN,O
to,TO,O
hand,VB,O
.,.,O
McFarlane,NNP,PERSON
's,POS,O
guilt,NN,O
definitely,RB,O
establish,VBN,O
.,.,O
advise,VB,O
you,PRP,O
to,TO,O
abandon,VB,O
case,NN,O
.,.,O
Lestrade,NNP,PERSON
.,.,O
"""",``,O
this,DT,O
sound,VBZ,O
serious,JJ,O
",",",",O
"""",'',O
say,VBD,O
I.,NNP,O
"""",``,O
it,PRP,O
be,VBZ,O
Lestrade,NNP,PERSON
's,POS,O
little,RB,O
cock,VB,O
-,HYPH,O
a-doodle,NN,O
of,IN,O
victory,NN,O
",",",",O
"""",'',O
Holmes,NNP,PERSON
answer,VBD,O
",",",",O
with,IN,O
a,DT,O
bitter,JJ,O
smile,NN,O
.,.,O
"""",``,O
and,CC,O
yet,CC,O
it,PRP,O
may,MD,O
be,VB,O
premature,JJ,O
to,TO,O
abandon,VB,O
the,DT,O
case,NN,O
.,.,O
after,IN,O
all,DT,O
",",",",O
important,JJ,O
fresh,JJ,O
evidence,NN,O
be,VBZ,O
a,DT,O
two,CD,O
-,HYPH,O
edge,VBN,O
thing,NN,O
",",",",O
and,CC,O
may,MD,O
possibly,RB,O
cut,VB,O
in,IN,O
a,DT,O
very,RB,O
different,JJ,O
direction,NN,O
to,IN,O
that,DT,O
which,WDT,O
Lestrade,NNP,PERSON
imagine,VBZ,O
.,.,O
take,VB,O
you,PRP$,O
breakfast,NN,O
",",",",O
Watson,NNP,PERSON
",",",",O
and,CC,O
we,PRP,O
will,MD,O
go,VB,O
out,RB,O
together,RB,O
and,CC,O
see,VB,O
what,WP,O
we,PRP,O
can,MD,O
do,VB,O
.,.,O
I,PRP,O
feel,VBP,O
as,IN,O
if,IN,O
I,PRP,O
shall,MD,O
need,VB,O
you,PRP$,O
company,NN,O
and,CC,O
you,PRP$,O
moral,JJ,O
support,NN,O
to,IN,O
-,HYPH,O
day,NN,O
.,.,O
"""",``,O
my,PRP$,O
friend,NN,O
have,VBD,O
no,DT,O
breakfast,NN,O
himself,PRP,O
",",",",O
for,IN,O
it,PRP,O
be,VBD,O
one,CD,O
of,IN,O
he,PRP$,O
peculiarity,NNS,O
that,IN,O
in,IN,O
he,PRP$,O
more,JJR,O
intense,JJ,O
moment,NNS,O
he,PRP,O
would,MD,O
permit,VB,O
himself,PRP,O
no,DT,O
food,NN,O
",",",",O
and,CC,O
I,PRP,O
have,VBP,O
know,VBN,O
he,PRP,O
presume,VB,O
upon,IN,O
he,PRP$,O
iron,NN,O
strength,NN,O
until,IN,O
he,PRP,O
have,VBZ,O
faint,VBN,O
from,IN,O
pure,JJ,O
inanition,NN,O
.,.,O
"""",'',O
at,IN,O
present,JJ,O
I,PRP,O
can,MD,O
not,RB,O
spare,VB,O
energy,NN,O
and,CC,O
nerve,NN,O
force,NN,O
for,IN,O
digestion,NN,O
",",",",O
"""",'',O
he,PRP,O
would,MD,O
say,VB,O
in,IN,O
answer,NN,O
to,IN,O
my,PRP$,O
medical,JJ,O
remonstrance,NNS,O
.,.,O
I,PRP,O
be,VBD,O
not,RB,O
surprised,JJ,O
",",",",O
therefore,RB,O
",",",",O
when,WRB,O
this,DT,O
morning,NN,O
he,PRP,O
leave,VBD,O
he,PRP$,O
untouched,JJ,O
meal,NN,O
behind,IN,O
he,PRP,O
and,CC,O
start,VBD,O
with,IN,O
I,PRP,O
for,IN,O
Norwood,NNP,PERSON
.,.,O
a,DT,O
crowd,NN,O
of,IN,O
morbid,JJ,O
sightseer,NNS,O
be,VBD,O
still,RB,O
gather,VBN,O
round,JJ,O
deep,JJ,ORGANIZATION
Dene,NNP,ORGANIZATION
House,NNP,ORGANIZATION
",",",",O
which,WDT,O
be,VBD,O
just,RB,O
such,PDT,O
a,DT,O
suburban,JJ,O
villa,NN,O
as,IN,O
I,PRP,O
have,VBD,O
picture,VBN,O
.,.,O
within,IN,O
the,DT,O
gate,NNS,O
Lestrade,NNP,PERSON
meet,VBD,O
we,PRP,O
",",",",O
he,PRP$,O
face,NN,O
flush,VBN,O
with,IN,O
victory,NN,O
",",",",O
he,PRP$,O
manner,NN,O
grossly,RB,O
triumphant,JJ,O
.,.,O
"""",``,O
well,UH,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
have,VBP,O
you,PRP,O
prove,VBD,O
we,PRP,O
to,TO,O
be,VB,O
wrong,JJ,O
yet,RB,O
?,.,O
have,VBP,O
you,PRP,O
find,VBN,O
you,PRP$,O
tramp,NN,O
?,.,O
"""",``,O
he,PRP,O
cry,VBD,O
.,.,O
"""",'',O
I,PRP,O
have,VBP,O
form,VBN,O
no,DT,O
conclusion,NN,O
whatever,WDT,O
",",",",O
"""",``,O
my,PRP$,O
companion,NN,O
answer,VBD,O
.,.,O
"""",'',O
but,CC,O
we,PRP,O
form,VBD,O
ours,PRP,O
yesterday,NN,O
",",",",O
and,CC,O
now,RB,O
it,PRP,O
prove,VBZ,O
to,TO,O
be,VB,O
correct,JJ,O
;,:,O
so,RB,O
you,PRP,O
must,MD,O
acknowledge,VB,O
that,IN,O
we,PRP,O
have,VBP,O
be,VBN,O
a,DT,O
little,JJ,O
in,IN,O
front,NN,O
of,IN,O
you,PRP,O
this,DT,O
time,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
.,.,O
"""",``,O
"""",``,O
you,PRP,O
certainly,RB,O
have,VBP,O
the,DT,O
air,NN,O
of,IN,O
something,NN,O
unusual,JJ,O
have,VBG,O
occur,VBN,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
Lestrade,NNP,PERSON
laugh,VBD,O
loudly,RB,O
.,.,O
"""",``,O
you,PRP,O
do,VBP,O
not,RB,O
like,VB,O
be,VBG,O
beat,VBN,O
any,DT,O
more,JJR,O
than,IN,O
the,DT,O
rest,NN,O
of,IN,O
we,PRP,O
do,VBP,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
a,DT,O
man,NN,O
can,MD,O
not,RB,O
expect,VB,O
always,RB,O
to,TO,O
have,VB,O
it,PRP,O
he,PRP$,O
own,JJ,O
way,NN,O
",",",",O
can,MD,O
he,PRP,O
",",",",O
Dr.,NNP,O
Watson,NNP,PERSON
?,.,O
step,VB,O
this,DT,O
way,NN,O
",",",",O
if,IN,O
you,PRP,O
please,UH,O
",",",",O
gentleman,NNS,O
",",",",O
and,CC,O
I,PRP,O
think,VBP,O
I,PRP,O
can,MD,O
convince,VB,O
you,PRP,O
once,RB,O
for,IN,O
all,DT,O
that,WDT,O
it,PRP,O
be,VBD,O
John,NNP,PERSON
McFarlane,NNP,PERSON
who,WP,O
do,VBD,O
this,DT,O
crime,NN,O
.,.,O
"""",``,O
he,PRP,O
lead,VBD,O
we,PRP,O
through,IN,O
the,DT,O
passage,NN,O
and,CC,O
out,RB,O
into,IN,O
a,DT,O
dark,JJ,O
hall,NN,O
beyond,IN,O
.,.,O
"""",'',O
this,DT,O
be,VBZ,O
where,WRB,O
young,JJ,O
McFarlane,NNP,PERSON
must,MD,O
have,VB,O
come,VBN,O
out,RP,O
to,TO,O
get,VB,O
he,PRP$,O
hat,NN,O
after,IN,O
the,DT,O
crime,NN,O
be,VBD,O
do,VBN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",'',O
now,RB,O
",",",",O
look,VB,O
at,IN,O
this,DT,O
.,.,O
"""",``,O
with,IN,O
dramatic,JJ,O
suddenness,NN,O
he,PRP,O
strike,VBD,O
a,DT,O
match,NN,O
and,CC,O
by,IN,O
its,PRP$,O
light,NN,O
expose,VBD,O
a,DT,O
stain,NN,O
of,IN,O
blood,NN,O
upon,IN,O
the,DT,O
whitewashed,JJ,O
wall,NN,O
.,.,O
as,IN,O
he,PRP,O
hold,VBD,O
the,DT,O
match,NN,O
nearer,IN,O
I,PRP,O
see,VBD,O
that,IN,O
it,PRP,O
be,VBD,O
more,JJR,O
than,IN,O
a,DT,O
stain,NN,O
.,.,O
it,PRP,O
be,VBD,O
the,DT,O
well,JJ,O
-,HYPH,O
marked,JJ,O
print,NN,O
of,IN,O
a,DT,O
thumb,NN,O
.,.,O
"""",``,O
look,VB,O
at,IN,O
that,DT,O
with,IN,O
you,PRP$,O
magnifying,JJ,O
glass,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
.,.,O
"""",'',O
"""",``,O
yes,UH,O
",",",",O
I,PRP,O
be,VBP,O
do,VBG,O
so,RB,O
.,.,O
"""",'',O
"""",``,O
you,PRP,O
be,VBP,O
aware,JJ,O
that,IN,O
no,DT,O
two,CD,O
thumb,NN,O
mark,NNS,O
be,VBP,O
alike,RB,O
?,.,O
"""",'',O
"""",``,O
I,PRP,O
have,VBP,O
hear,VBN,O
something,NN,O
of,IN,O
the,DT,O
kind,NN,O
.,.,O
"""",'',O
"""",``,O
well,UH,O
",",",",O
then,RB,O
",",",",O
will,MD,O
you,PRP,O
please,UH,O
compare,VB,O
that,DT,O
print,NN,O
with,IN,O
this,DT,O
wax,NN,O
impression,NN,O
of,IN,O
young,JJ,O
McFarlane,NNP,PERSON
's,POS,O
right,JJ,O
thumb,NN,O
",",",",O
take,VBN,O
by,IN,O
my,PRP$,O
order,NNS,O
this,DT,O
morning,NN,O
?,.,O
"""",'',O
as,IN,O
he,PRP,O
hold,VBD,O
the,DT,O
waxen,JJ,O
print,NN,O
close,NN,O
to,IN,O
the,DT,O
blood,NN,O
-,HYPH,O
stain,NN,O
it,PRP,O
do,VBD,O
not,RB,O
take,VB,O
a,DT,O
magnifying,JJ,O
glass,NN,O
to,TO,O
see,VB,O
that,IN,O
the,DT,O
two,CD,O
be,VBD,O
undoubtedly,RB,O
from,IN,O
the,DT,O
same,JJ,O
thumb,NN,O
.,.,O
it,PRP,O
be,VBD,O
evident,JJ,O
to,IN,O
I,PRP,O
that,IN,O
we,PRP$,O
unfortunate,JJ,O
client,NN,O
be,VBD,O
lose,VBN,O
.,.,O
"""",``,O
that,DT,O
be,VBZ,O
final,JJ,O
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",``,O
yes,UH,O
",",",",O
that,DT,O
be,VBZ,O
final,JJ,O
",",",",O
"""",'',O
I,PRP,O
involuntarily,RB,O
echo,VBD,O
.,.,O
"""",``,O
it,PRP,O
be,VBZ,O
final,JJ,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
something,NN,O
in,IN,O
he,PRP$,O
tone,NN,O
catch,VBD,O
my,PRP$,O
ear,NN,O
",",",",O
and,CC,O
I,PRP,O
turn,VBD,O
to,TO,O
look,VB,O
at,IN,O
he,PRP,O
.,.,O
a,DT,O
extraordinary,JJ,O
change,NN,O
have,VBD,O
come,VBN,O
over,IN,O
he,PRP$,O
face,NN,O
.,.,O
it,PRP,O
be,VBD,O
writhe,VBG,O
with,IN,O
inward,RB,O
merriment,NN,O
.,.,O
he,PRP$,O
two,CD,O
eye,NNS,O
be,VBD,O
shine,VBG,O
like,IN,O
star,NNS,O
.,.,O
it,PRP,O
seem,VBD,O
to,IN,O
I,PRP,O
that,IN,O
he,PRP,O
be,VBD,O
make,VBG,O
desperate,JJ,O
effort,NNS,O
to,TO,O
restrain,VB,O
a,DT,O
convulsive,JJ,O
attack,NN,O
of,IN,O
laughter,NN,O
.,.,O
"""",``,O
Dear,NNP,O
I,PRP,O
!,.,O
dear,JJ,O
I,PRP,O
!,.,O
"""",``,O
he,PRP,O
say,VBD,O
at,IN,O
last,JJ,O
.,.,O
"""",'',O
well,UH,O
",",",",O
now,RB,O
",",",",O
who,WP,O
would,MD,O
have,VB,O
think,VBN,O
it,PRP,O
?,.,O
and,CC,O
how,WRB,O
deceptive,JJ,O
appearance,NNS,O
may,MD,O
be,VB,O
",",",",O
to,TO,O
be,VB,O
sure,JJ,O
!,.,O
such,PDT,O
a,DT,O
nice,JJ,O
young,JJ,O
man,NN,O
to,TO,O
look,VB,O
at,IN,O
!,.,O
it,PRP,O
be,VBZ,O
a,DT,O
lesson,NN,O
to,IN,O
we,PRP,O
not,RB,O
to,TO,O
trust,VB,O
we,PRP$,O
own,JJ,O
judgment,NN,O
",",",",O
be,VBZ,O
it,PRP,O
not,RB,O
",",",",O
Lestrade,NNP,PERSON
?,.,O
"""",``,O
"""",``,O
yes,UH,O
",",",",O
some,DT,O
of,IN,O
we,PRP,O
be,VBP,O
a,DT,O
little,JJ,O
too,RB,O
much,JJ,O
inclined,JJ,O
to,TO,O
be,VB,O
cocksure,JJ,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
the,DT,O
man,NN,O
's,POS,O
insolence,NN,O
be,VBD,O
maddening,JJ,O
",",",",O
but,CC,O
we,PRP,O
could,MD,O
not,RB,O
resent,VB,O
it,PRP,O
.,.,O
"""",``,O
what,WP,O
a,DT,O
providential,JJ,O
thing,NN,O
that,IN,O
this,DT,O
young,JJ,O
man,NN,O
should,MD,O
press,VB,O
he,PRP$,O
right,JJ,O
thumb,NN,O
against,IN,O
the,DT,O
wall,NN,O
in,IN,O
take,VBG,O
he,PRP$,O
hat,NN,O
from,IN,O
the,DT,O
peg,NN,O
!,.,O
such,PDT,O
a,DT,O
very,RB,O
natural,JJ,O
action,NN,O
",",",",O
too,RB,O
",",",",O
if,IN,O
you,PRP,O
come,VBP,O
to,TO,O
think,VB,O
of,IN,O
it,PRP,O
.,.,O
"""",``,O
Holmes,NNP,PERSON
be,VBD,O
outwardly,RB,O
calm,JJ,O
",",",",O
but,CC,O
he,PRP$,O
whole,JJ,O
body,NN,O
give,VBD,O
a,DT,O
wriggle,NN,O
of,IN,O
suppress,VBN,O
excitement,NN,O
as,IN,O
he,PRP,O
speak,VBD,O
.,.,O
"""",'',O
by,IN,O
the,DT,O
way,NN,O
",",",",O
Lestrade,NNP,PERSON
",",",",O
who,WP,O
make,VBD,O
this,DT,O
remarkable,JJ,O
discovery,NN,O
?,.,O
"""",``,O
"""",``,O
it,PRP,O
be,VBD,O
the,DT,O
housekeeper,NN,O
",",",",O
Mrs.,NNP,PERSON
Lexington,NNP,PERSON
",",",",O
who,WP,O
draw,VBD,O
the,DT,O
night,NN,O
constable,NN,O
's,POS,O
attention,NN,O
to,IN,O
it,PRP,O
.,.,O
"""",``,O
"""",``,O
where,WRB,O
be,VBD,O
the,DT,O
night,NN,O
constable,NN,O
?,.,O
"""",``,O
"""",``,O
he,PRP,O
remain,VBD,O
on,IN,O
guard,NN,O
in,IN,O
the,DT,O
bedroom,NN,O
where,WRB,O
the,DT,O
crime,NN,O
be,VBD,O
commit,VBN,O
",",",",O
so,RB,O
as,IN,O
to,TO,O
see,VB,O
that,IN,O
nothing,NN,O
be,VBD,O
touch,VBN,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
why,WRB,O
do,VBD,O
not,RB,O
the,DT,O
police,NN,O
see,VB,O
this,DT,O
mark,NN,O
yesterday,NN,O
?,.,O
"""",``,O
"""",``,O
well,UH,O
",",",",O
we,PRP,O
have,VBD,O
no,DT,O
particular,JJ,O
reason,NN,O
to,TO,O
make,VB,O
a,DT,O
careful,JJ,O
examination,NN,O
of,IN,O
the,DT,O
hall,NN,O
.,.,O
besides,RB,O
",",",",O
it,PRP,O
be,VBZ,O
not,RB,O
in,IN,O
a,DT,O
very,RB,O
prominent,JJ,O
place,NN,O
",",",",O
as,IN,O
you,PRP,O
see,VBP,O
.,.,O
"""",``,O
"""",``,O
no,UH,O
",",",",O
no,UH,O
",",",",O
of,IN,O
course,NN,O
not,RB,O
.,.,O
I,PRP,O
suppose,VBP,O
there,EX,O
be,VBZ,O
no,DT,O
doubt,NN,O
that,IN,O
the,DT,O
mark,NN,O
be,VBD,O
there,RB,O
yesterday,NN,O
?,.,O
"""",``,O
Lestrade,NNP,PERSON
look,VBD,O
at,IN,O
Holmes,NNP,PERSON
as,IN,O
if,IN,O
he,PRP,O
think,VBD,O
he,PRP,O
be,VBD,O
go,VBG,O
out,IN,O
of,IN,O
he,PRP$,O
mind,NN,O
.,.,O
I,PRP,O
confess,VBP,O
that,IN,O
I,PRP,O
be,VBD,O
myself,PRP,O
surprise,VBD,O
both,CC,O
at,IN,O
he,PRP$,O
hilarious,JJ,O
manner,NN,O
and,CC,O
at,IN,O
he,PRP$,O
rather,RB,O
wild,JJ,O
observation,NN,O
.,.,O
"""",``,O
I,PRP,O
do,VBP,O
not,RB,O
know,VB,O
whether,IN,O
you,PRP,O
think,VBP,O
that,IN,O
McFarlane,NNP,PERSON
come,VBD,O
out,IN,O
of,IN,O
jail,NN,O
in,IN,O
the,DT,O
dead,NN,O
of,IN,O
the,DT,O
night,NN,O
in,IN,O
order,NN,O
to,TO,O
strengthen,VB,O
the,DT,O
evidence,NN,O
against,IN,O
himself,PRP,O
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",``,O
I,PRP,O
leave,VBP,O
it,PRP,O
to,IN,O
any,DT,O
expert,NN,O
in,IN,O
the,DT,O
world,NN,O
whether,IN,O
that,DT,O
be,VBZ,O
not,RB,O
the,DT,O
mark,NN,O
of,IN,O
he,PRP$,O
thumb,NN,O
.,.,O
"""",'',O
"""",``,O
it,PRP,O
be,VBZ,O
unquestionably,RB,O
the,DT,O
mark,NN,O
of,IN,O
he,PRP$,O
thumb,NN,O
.,.,O
"""",'',O
"""",``,O
there,RB,O
",",",",O
that,DT,O
be,VBZ,O
enough,JJ,O
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",``,O
I,PRP,O
be,VBP,O
a,DT,O
practical,JJ,O
man,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
and,CC,O
when,WRB,O
I,PRP,O
have,VBP,O
get,VBN,O
my,PRP$,O
evidence,NN,O
I,PRP,O
come,VBP,O
to,IN,O
my,PRP$,O
conclusion,NNS,O
.,.,O
if,IN,O
you,PRP,O
have,VBP,O
anything,NN,O
to,TO,O
say,VB,O
you,PRP,O
will,MD,O
find,VB,O
I,PRP,O
write,VBG,O
my,PRP$,O
report,NN,O
in,IN,O
the,DT,O
sit,VBG,O
-,HYPH,O
room,NN,O
.,.,O
"""",``,O
Holmes,NNP,PERSON
have,VBD,O
recover,VBN,O
he,PRP$,O
equanimity,NN,O
",",",",O
though,IN,O
I,PRP,O
still,RB,O
seem,VBD,O
to,TO,O
detect,VB,O
gleam,NNS,O
of,IN,O
amusement,NN,O
in,IN,O
he,PRP$,O
expression,NN,O
.,.,O
"""",'',O
dear,JJ,O
I,PRP,O
",",",",O
this,DT,O
be,VBZ,O
a,DT,O
very,RB,O
sad,JJ,O
development,NN,O
",",",",O
Watson,NNP,PERSON
",",",",O
be,VBZ,O
it,PRP,O
not,RB,O
?,.,O
"""",``,O
say,VBD,O
he,PRP,O
.,.,O
"""",'',O
and,CC,O
yet,RB,O
there,EX,O
be,VBP,O
singular,JJ,O
point,NNS,O
about,IN,O
it,PRP,O
which,WDT,O
hold,VBP,O
out,RP,O
some,DT,O
hope,NNS,O
for,IN,O
we,PRP$,O
client,NN,O
.,.,O
"""",``,O
"""",``,O
I,PRP,O
be,VBP,O
delighted,JJ,O
to,TO,O
hear,VB,O
it,PRP,O
",",",",O
"""",'',O
say,VBD,O
I,PRP,O
",",",",O
heartily,RB,O
.,.,O
"""",'',O
I,PRP,O
be,VBD,O
afraid,JJ,O
it,PRP,O
be,VBD,O
all,DT,O
up,RP,O
with,IN,O
he,PRP,O
.,.,O
"""",``,O
"""",``,O
I,PRP,O
would,MD,O
hardly,RB,O
go,VB,O
so,RB,O
far,RB,O
as,IN,O
to,TO,O
say,VB,O
that,IN,O
",",",",O
my,PRP$,O
dear,JJ,O
Watson,NNP,PERSON
.,.,O
the,DT,O
fact,NN,O
be,VBZ,O
that,IN,O
there,EX,O
be,VBZ,O
one,CD,O
really,RB,O
serious,JJ,O
flaw,NN,O
in,IN,O
this,DT,O
evidence,NN,O
to,TO,O
which,WDT,O
we,PRP$,O
friend,NN,O
attach,VBZ,O
so,RB,O
much,JJ,O
importance,NN,O
.,.,O
"""",``,O
"""",``,O
indeed,RB,O
",",",",O
Holmes,NNP,PERSON
!,.,O
what,WP,O
be,VBZ,O
it,PRP,O
?,.,O
"""",``,O
"""",``,O
only,RB,O
this,DT,O
:,:,O
that,IN,O
I,PRP,O
know,VBP,O
that,IN,O
that,DT,O
mark,NN,O
be,VBD,O
not,RB,O
there,RB,O
when,WRB,O
I,PRP,O
examine,VBD,O
the,DT,O
hall,NN,O
yesterday,NN,O
.,.,O
and,CC,O
now,RB,O
",",",",O
Watson,NNP,PERSON
",",",",O
let,VB,O
we,PRP,O
have,VB,O
a,DT,O
little,JJ,O
stroll,NN,O
round,NN,O
in,IN,O
the,DT,O
sunshine,NN,O
.,.,O
"""",``,O
with,IN,O
a,DT,O
confused,JJ,O
brain,NN,O
",",",",O
but,CC,O
with,IN,O
a,DT,O
heart,NN,O
into,IN,O
which,WDT,O
some,DT,O
warmth,NN,O
of,IN,O
hope,NN,O
be,VBD,O
return,VBG,O
",",",",O
I,PRP,O
accompany,VBD,O
my,PRP$,O
friend,NN,O
in,IN,O
a,DT,O
walk,NN,O
round,IN,O
the,DT,O
garden,NN,O
.,.,O
Holmes,NNP,PERSON
take,VBD,O
each,DT,O
face,NN,O
of,IN,O
the,DT,O
house,NN,O
in,IN,O
turn,NN,O
and,CC,O
examine,VBD,O
it,PRP,O
with,IN,O
great,JJ,O
interest,NN,O
.,.,O
he,PRP,O
then,RB,O
lead,VBD,O
the,DT,O
way,NN,O
inside,RB,O
and,CC,O
go,VBD,O
over,IN,O
the,DT,O
whole,JJ,O
building,NN,O
from,IN,O
basement,NN,O
to,IN,O
attic,NNS,O
.,.,O
most,JJS,O
of,IN,O
the,DT,O
room,NNS,O
be,VBD,O
unfurnished,JJ,O
",",",",O
but,CC,O
none,NN,O
the,DT,O
less,JJR,O
Holmes,NNP,PERSON
inspect,VBD,O
they,PRP,O
all,DT,O
minutely,RB,O
.,.,O
finally,RB,O
",",",",O
on,IN,O
the,DT,O
top,JJ,O
corridor,NN,O
",",",",O
which,WDT,O
run,VBD,O
outside,RB,O
three,CD,O
untenanted,JJ,O
bedroom,NNS,O
",",",",O
he,PRP,O
again,RB,O
be,VBD,O
seize,VBN,O
with,IN,O
a,DT,O
spasm,NN,O
of,IN,O
merriment,NN,O
.,.,O
"""",``,O
there,EX,O
be,VBP,O
really,RB,O
some,DT,O
very,RB,O
unique,JJ,O
feature,NNS,O
about,IN,O
this,DT,O
case,NN,O
",",",",O
Watson,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
I,PRP,O
think,VBP,O
it,PRP,O
be,VBZ,O
time,NN,O
now,RB,O
that,IN,O
we,PRP,O
take,VBD,O
we,PRP$,O
friend,NN,O
Lestrade,NNP,PERSON
into,IN,O
we,PRP$,O
confidence,NN,O
.,.,O
he,PRP,O
have,VBZ,O
have,VBN,O
he,PRP$,O
little,JJ,O
smile,NN,O
at,IN,O
we,PRP$,O
expense,NN,O
",",",",O
and,CC,O
perhaps,RB,O
we,PRP,O
may,MD,O
do,VB,O
as,RB,O
much,JJ,O
by,IN,O
he,PRP,O
if,IN,O
my,PRP$,O
reading,NN,O
of,IN,O
this,DT,O
problem,NN,O
prove,VBZ,O
to,TO,O
be,VB,O
correct,JJ,O
.,.,O
yes,UH,O
",",",",O
yes,UH,O
;,:,O
I,PRP,O
think,VBP,O
I,PRP,O
see,VB,O
how,WRB,O
we,PRP,O
should,MD,O
approach,VB,O
it,PRP,O
.,.,O
"""",``,O
the,DT,O
Scotland,NNP,LOCATION
Yard,NNP,LOCATION
inspector,NN,O
be,VBD,O
still,RB,O
write,VBG,O
in,IN,O
the,DT,O
parlour,NN,O
when,WRB,O
Holmes,NNP,PERSON
interrupt,VBD,O
he,PRP,O
.,.,O
"""",'',O
I,PRP,O
understand,VBD,O
that,IN,O
you,PRP,O
be,VBD,O
write,VBG,O
a,DT,O
report,NN,O
of,IN,O
this,DT,O
case,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",'',O
so,RB,O
I,PRP,O
be,VBP,O
.,.,O
"""",``,O
"""",``,O
do,VB,O
not,RB,O
you,PRP,O
think,VBP,O
it,PRP,O
may,MD,O
be,VB,O
a,DT,O
little,JJ,O
premature,JJ,O
?,.,O
I,PRP,O
can,MD,O
not,RB,O
help,VB,O
think,VBG,O
that,IN,O
you,PRP$,O
evidence,NN,O
be,VBZ,O
not,RB,O
complete,JJ,O
.,.,O
"""",``,O
Lestrade,NNP,PERSON
know,VBD,O
my,PRP$,O
friend,NN,O
too,RB,O
well,RB,O
to,IN,O
disregard,VB,O
he,PRP$,O
word,NNS,O
.,.,O
he,PRP,O
lay,VBD,O
down,RP,O
he,PRP$,O
pen,NN,O
and,CC,O
look,VBD,O
curiously,RB,O
at,IN,O
he,PRP,O
.,.,O
"""",``,O
what,WP,O
do,VBP,O
you,PRP,O
mean,VB,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
?,.,O
"""",'',O
"""",``,O
only,RB,O
that,IN,O
there,EX,O
be,VBZ,O
a,DT,O
important,JJ,O
witness,NN,O
whom,WP,O
you,PRP,O
have,VBP,O
not,RB,O
see,VBN,O
.,.,O
"""",'',O
"""",``,O
can,MD,O
you,PRP,O
produce,VB,O
he,PRP,O
?,.,O
"""",'',O
"""",``,O
I,PRP,O
think,VBP,O
I,PRP,O
can,MD,O
.,.,O
"""",'',O
"""",``,O
then,RB,O
do,VB,O
so,RB,O
.,.,O
"""",'',O
"""",``,O
I,PRP,O
will,MD,O
do,VB,O
my,PRP$,O
best,JJS,O
.,.,O
how,WRB,O
many,JJ,O
constable,NNS,O
have,VBP,O
you,PRP,O
?,.,O
"""",``,O
"""",``,O
there,EX,O
be,VBP,O
three,CD,O
within,IN,O
call,NN,O
.,.,O
"""",``,O
"""",``,O
excellent,JJ,O
!,.,O
"""",``,O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
may,MD,O
I,PRP,O
ask,VB,O
if,IN,O
they,PRP,O
be,VBP,O
all,RB,O
large,JJ,O
",",",",O
able,JJ,O
-,HYPH,O
bodied,JJ,O
man,NNS,O
with,IN,O
powerful,JJ,O
voice,NNS,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
have,VBP,O
no,DT,O
doubt,NN,O
they,PRP,O
be,VBP,O
",",",",O
though,IN,O
I,PRP,O
fail,VBP,O
to,TO,O
see,VB,O
what,WP,O
they,PRP$,O
voice,NNS,O
have,VBP,O
to,TO,O
do,VB,O
with,IN,O
it,PRP,O
.,.,O
"""",``,O
"""",``,O
perhaps,RB,O
I,PRP,O
can,MD,O
help,VB,O
you,PRP,O
to,TO,O
see,VB,O
that,DT,O
and,CC,O
one,CD,O
or,CC,O
two,CD,O
other,JJ,O
thing,NNS,O
as,RB,O
well,RB,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
kindly,JJ,O
summon,VBP,O
