docTokenBegin,text,ner,nerConfidences
5531,his,PERSON,
5567,Holmes,PERSON,{'PERSON': 0.90375668204613}
5597,Holmes,PERSON,{'PERSON': 0.97795391446532}
5813,Holmes,PERSON,{'PERSON': 0.97634915764807}
5822,he,PERSON,
5871,Wednesday,DATE,{'DATE': 0.99939308789486}
5895,spring,DATE,{'DATE': 0.76899956675788}
5957,Holmes,PERSON,{'PERSON': 0.98773365961812}
5983,George,PERSON,{'PERSON': 0.77934516627882}
6012,Holmes,PERSON,{'PERSON': 0.93864457753866}
6034,Victor Savage,PERSON,{'PERSON': 0.99248640732095}
6053,Holmes,PERSON,{'PERSON': 0.93396892575356}
6067,Holmes,PERSON,{'PERSON': 0.97348006527185}
6085,Smith,PERSON,{'PERSON': 0.99263956968262}
6121,He,PERSON,
6167,He,PERSON,
6171,his,PERSON,
6198,Culverton Smith,PERSON,{'PERSON': 0.99841888489231}
6208,his,PERSON,
6222,him,PERSON,
6249,Holmes,PERSON,{'PERSON': 0.99009542928997}
6341,Morton,PERSON,{'PERSON': 0.9965680499376}
6357,Holmes,PERSON,{'PERSON': 0.98488635933384}
6378,Victor Savage,PERSON,{'PERSON': 0.99819954353856}
6382,he,PERSON,
6396,Sherlock Holmes,PERSON,{'PERSON': 0.98195505054862}
6416,Mr. Culverton Smith,PERSON,
6449,his,PERSON,
6561,Holmes,PERSON,{'PERSON': 0.82527635272273}
6566,He,PERSON,
6574,him,PERSON,
6580,him,PERSON,
6586,he,PERSON,
6599,he,PERSON,
6605,his,PERSON,
6616,Holmes,PERSON,{'PERSON': 0.96537692448914}
6634,Holmes,PERSON,{'PERSON': 0.88745197958875}
6641,him,PERSON,
6645,Watson,PERSON,{'PERSON': 0.98315870112631}
6669,Mr. Culverton Smith,PERSON,
6683,evening,TIME,{'TIME': 0.7190664565856}
6720,Holmes,PERSON,{'PERSON': 0.99927368927422}
6722,he,PERSON,
6737,his,PERSON,
6773,Mrs. Hudson,PERSON,
6783,she,PERSON,
6796,him,PERSON,
6804,Watson,PERSON,{'PERSON': 0.99143533010309}
6835,Smith,PERSON,{'PERSON': 0.99268849625267}
6841,his,PERSON,
6855,his,PERSON,
6864,he,PERSON,
6870,his,PERSON,
6879,Holmes,PERSON,{'PERSON': 0.93561681232471}
6899,Watson,PERSON,{'PERSON': 0.93947163238718}
7018,Watson,PERSON,{'PERSON': 0.99676722905942}
7078,Smith,PERSON,{'PERSON': 0.62014013651385}
7085,Watson,PERSON,{'PERSON': 0.93064128374172}
7107,spring,DATE,{'DATE': 0.83337662193929}
7130,Savage,PERSON,{'PERSON': 0.87135252177878}
7187,he,PERSON,
7192,his,PERSON,
7217,Watson,PERSON,{'PERSON': 0.9349512910148}
7243,Simpson,PERSON,{'PERSON': 0.86889286287771}
