docTokenBegin,text,ner,nerConfidences
5630,Holmes,PERSON,{'PERSON': 0.96822888604418}
5639,his,PERSON,
5649,Slavonic,MISC,{'MISC': 0.37557753443686}
5668,London,LOCATION,{'LOCATION': 0.99906424305505}
5669,this afternoon,TIME,{'TIME': 0.84281532577833}
5672,Mr. Bennett,PERSON,
5694,he,PERSON,
5704,him,PERSON,
5709,he,PERSON,
5742,Mr. Bennett,PERSON,
5756,Tuesday,DATE,{'DATE': 0.99967380853775}
5767,Camford,LOCATION,{'LOCATION': 0.93800867015396}
5783,Miss Presbury,MISC,{'MISC': 0.58651488611433}
5787,her,PERSON,
5800,her,PERSON,
5806,her,PERSON,
5816,him,PERSON,
5818,his,PERSON,
5824,him,PERSON,
5829,he,PERSON,
5842,he,PERSON,
5847,Bennett,PERSON,{'PERSON': 0.99705124906455}
5872,him,PERSON,
5874,He,PERSON,
5879,his,PERSON,
5884,him,PERSON,
5886,his,PERSON,
5909,him,PERSON,
5912,his,PERSON,
5948,Holmes,PERSON,{'PERSON': 0.99806193396555}
5955,He,PERSON,
5972,him,PERSON,
5982,his,PERSON,
5986,he,PERSON,
5997,his,PERSON,
6000,he,PERSON,
6002,his,PERSON,
6014,Bennett,PERSON,{'PERSON': 0.99921903018522}
6023,Holmes,PERSON,{'PERSON': 0.99033323123622}
6043,evening,TIME,{'TIME': 0.6943316857922}
6046,he,PERSON,
6056,Commercial Road,LOCATION,{'LOCATION': 0.61117328210306}
6060,Dorak,PERSON,{'PERSON': 0.48271309107033}
6065,Bohemian,MISC,{'MISC': 0.91631778624895}
6074,Mercer,PERSON,{'PERSON': 0.35730945131949}
6077,Mercer,PERSON,{'PERSON': 0.48947053399251}
6085,Holmes,PERSON,{'PERSON': 0.98821189773532}
6088,He,PERSON,
6124,Prague,LOCATION,{'LOCATION': 0.95922670988297}
6118,His,PERSON,
6179,Bohemia,LOCATION,{'LOCATION': 0.99232670103504}
6209,Holmes,PERSON,{'PERSON': 0.99497976962494}
6213,his,PERSON,
6244,Holmes,PERSON,{'PERSON': 0.9526819546446}
6267,he,PERSON,
6269,his,PERSON,
6275,his,PERSON,
6279,he,PERSON,
6298,July,DATE,{'DATE': 0.96980160964444}
6333,Friday,DATE,{'DATE': 0.99672836666325}
6336,September,DATE,{'DATE': 0.99669610992653}
6348,August 26th,DATE,{'DATE': 0.81035631812391}
6397,His,PERSON,
6416,Prague,LOCATION,{'LOCATION': 0.99922251095387}
6426,Bohemian,MISC,{'MISC': 0.9996753719919}
6429,London,LOCATION,{'LOCATION': 0.99732995197252}
6406,He,PERSON,
6413,he,PERSON,
6436,Watson,PERSON,{'PERSON': 0.98128452546982}
6478,Tuesday,DATE,{'DATE': 0.99974116370027}
6491,Bennett,PERSON,{'PERSON': 0.99940993681492}
6505,Mr. Bennett,PERSON,
6517,Holmes,PERSON,{'PERSON': 0.99242075083653}
6527,him,PERSON,
6532,him,PERSON,
6549,his,PERSON,
6561,he,PERSON,
6572,his,PERSON,
6590,Bennett,PERSON,{'PERSON': 0.99415396760607}
6584,his,PERSON,
6593,he,PERSON,
6608,his,PERSON,
6617,he,PERSON,
6648,Holmes,PERSON,{'PERSON': 0.98992881079647}
6660,Watson,PERSON,{'PERSON': 0.99995709521869}
6662,his,PERSON,
6679,Tuesday,DATE,{'DATE': 0.99963121659587}
6739,Monday,DATE,{'DATE': 0.99809284368781}
6740,evening,TIME,{'TIME': 0.90731707376694}
6750,him,PERSON,
6767,Camford,LOCATION,{'LOCATION': 0.63687127717279}
6759,he,PERSON,
6784,his,PERSON,
6800,Mr. Bennett,PERSON,
6816,Chequers,LOCATION,{'LOCATION': 0.86977726260655}
6804,he,PERSON,
6823,London,LOCATION,{'LOCATION': 0.99601428331385}
6819,He,PERSON,
6822,his,PERSON,
6871,Holmes,PERSON,{'PERSON': 0.99090552140014}
6877,Mr. Bennett,PERSON,
6944,him,PERSON,
6952,him,PERSON,
6956,him,PERSON,
6964,Watson,PERSON,{'PERSON': 0.99994825237744}
6993,his,PERSON,
7040,Macphail,PERSON,{'PERSON': 0.97353322106373}
7046,he,PERSON,
7061,him,PERSON,
7224,Holmes,PERSON,{'PERSON': 0.99259385777546}
7216,his,PERSON,
7238,Prague,LOCATION,{'LOCATION': 0.98281245333185}
7248,Bohemian,MISC,{'MISC': 0.99955574998582}
7251,London,LOCATION,{'LOCATION': 0.99841835301079}
7258,Prague,LOCATION,{'LOCATION': 0.99769330290567}
7235,his,PERSON,
7241,he,PERSON,
7262,he,PERSON,
7267,him,PERSON,
7300,Prague,LOCATION,{'LOCATION': 0.99274339755538}
7279,he,PERSON,
7283,he,PERSON,
7305,He,PERSON,
7330,his,PERSON,
7339,his,PERSON,
7374,Watson,PERSON,{'PERSON': 0.85710032942973}
7403,Holmes,PERSON,{'PERSON': 0.89351847862198}
7408,his,PERSON,
7411,his,PERSON,
7417,Watson,PERSON,{'PERSON': 0.82607287058562}
7419,Watson,PERSON,{'PERSON': 0.94032299659013}
7492,Watson,PERSON,{'PERSON': 0.97419431750523}
7495,he,PERSON,
7528,Presbury,PERSON,{'PERSON': 0.87040771937662}
7530,He,PERSON,
7534,his,PERSON,
7540,he,PERSON,
7546,he,PERSON,
7560,him,PERSON,
7564,he,PERSON,
7577,him,PERSON,
7579,He,PERSON,
7590,his,PERSON,
7602,he,PERSON,
7610,He,PERSON,
7627,Bennett,PERSON,{'PERSON': 0.9933006937856}
7625,he,PERSON,
7636,him,PERSON,
7641,Watson,PERSON,{'PERSON': 0.93168689084452}
7647,Holmes,PERSON,{'PERSON': 0.94019007900918}
7708,him,PERSON,
7709,he,PERSON,
7723,he,PERSON,
7740,his,PERSON,
7752,his,PERSON,
7761,him,PERSON,
7763,he,PERSON,
7774,his,PERSON,
7789,he,PERSON,
7803,he,PERSON,
7885,He,PERSON,
7903,him,PERSON,
7908,he,PERSON,
7914,his,PERSON,
7995,him,PERSON,
8040,Newfoundland,LOCATION,{'LOCATION': 0.99366349971963}
8097,him,PERSON,
8110,he,PERSON,
8135,Bennett,PERSON,{'PERSON': 0.99003356559574}
8158,his,PERSON,
8172,he,PERSON,
8175,his,PERSON,
8182,him,PERSON,
8193,him,PERSON,
8216,Bennett,PERSON,{'PERSON': 0.99861949921248}
8212,his,PERSON,
8228,his,PERSON,
8269,he,PERSON,
